dataset_source,repo_name,blob_commit,blob_relative_path,repo_dir,error_record_count,current_error_record_count,parent_error_record_count,first_observed_time,last_observed_time,observed_treatment_periods,py311_error_types,py311_error_signatures,py311_fstring_error,source_bytes,source_encoding,content_sha256,py312_parse_success,py312_recovered,py312_error_type,py312_error
treatment,allthingslinux/tux,64382718b7bbf6b4a5f6da78b3691cca84b6c095,tux/main.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2024-07,2024-07,treatment_pre_event,SyntaxError,SyntaxError: f-string: expecting '}',1,9271,utf-8,4f9383821adbfd38aa84de5de11668c225cd2d91ad2e328048b0ab3f87086219,1,1,,
treatment,allthingslinux/tux,70c87774653d8888aec629e35e7d1d26e81ecf93,tux/core/cog_loader.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-08,2025-08,treatment_post_event,SyntaxError,SyntaxError: f-string expression part cannot include a backslash,1,14238,utf-8,f04a610b3a6e54771585e923debc01d7edff0e933b2641e36601e93b2dab8dda,1,1,,
treatment,allthingslinux/tux,71450559596320dc00782037c5a282feccb6ddde,tux/bot.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-06,2025-06,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,20208,utf-8,457fa6a66842cf3e91be697e4847cf17f5759dde1f3d55df015156e71a74808d,1,1,,
treatment,allthingslinux/tux,730e8de2daadfa3088f4968d34926b3985d25b87,tux/bot.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-06,2025-06,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,20207,utf-8,d72a631e87dd388ca6bfa3a0506164ba9252d1783a235be90ac5006e572e1321,1,1,,
treatment,allthingslinux/tux,738893df7d0f2d3f083a57b2d59042c4a5a2d27d,tux/bot.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-04,2025-04,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,14553,utf-8,3f72b48ef7bc8ce8d29bcf7c5c5ddcfadccce123a6e6f5ab2580a6fd57bd3bf8,1,1,,
treatment,allthingslinux/tux,738893df7d0f2d3f083a57b2d59042c4a5a2d27d,tux/cogs/admin/mock.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-04,2025-04,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,10334,utf-8,30d23490f306deabd1393efca5bc23c1cd5268cbe39af3772de51663422696fc,1,1,,
treatment,allthingslinux/tux,7814322911c827a57793cd52d2014ae21c99383a,tux/utils/flags.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2024-10,2024-10,treatment_pre_event,SyntaxError,SyntaxError: f-string: expecting '}',1,9709,utf-8,ccac4fa0cf9301b5bc5d266e54dbaf21a12c82d582951ddf9737a777a3598f60,1,1,,
treatment,allthingslinux/tux,794d98812e755ca1377ed089e9c1c9e9bf6361f5,src/tux/services/tracing.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-08,2025-08,treatment_post_event,SyntaxError,SyntaxError: expected '(',0,19432,utf-8,fe958c702b0761a3d4fb469bfe8c302ada0d48ff1eaa56b990432c701e3da809,1,1,,
treatment,allthingslinux/tux,79fa0d729bc40ad269e7286b8acfc824c34c3e37,tux/help.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2024-07,2024-07,treatment_pre_event,SyntaxError,SyntaxError: f-string: expecting '}',1,5096,utf-8,b5179a0ef405da9053e23165a4ec4903732ed4b48a77c7b1589d98e6b97549fb,1,1,,
treatment,allthingslinux/tux,7a7cd918d1c96ef11a8e65e11fee2bd8c692df67,.archive/exports.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-02,2025-02,treatment_event_month,SyntaxError,SyntaxError: f-string expression part cannot include a backslash,1,4618,utf-8,161ad54acff02ce8f2255452256b3e2ed4caeef19d03913b6d05a4a70bfd2478,1,1,,
treatment,allthingslinux/tux,7a7cd918d1c96ef11a8e65e11fee2bd8c692df67,tux/bot.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-02,2025-02,treatment_event_month,SyntaxError,SyntaxError: invalid syntax,0,24836,utf-8,d5af82b85e909783814796475138e5049e6be3d8849c475d8484ccfc50491efd,1,1,,
treatment,allthingslinux/tux,7a7cd918d1c96ef11a8e65e11fee2bd8c692df67,tux/cog_loader.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-02,2025-02,treatment_event_month,SyntaxError,SyntaxError: f-string expression part cannot include a backslash,1,7718,utf-8,1d9bd7092f79a6d30e0780a25e97f8f2169dd339662a7d2b9d343784b2e1ee65,1,1,,
treatment,allthingslinux/tux,7bbc607deb368b71ed4d71aca51932c05b5a3b1d,src/tux/modules/fun/rand.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-08,2025-08,treatment_post_event,SyntaxError,SyntaxError: f-string expression part cannot include a backslash,1,7072,utf-8,7f2e09f0ea2261ad98a2cab5ff88434b491ad31d1b80b08d8b3946220f70b4e4,1,1,,
treatment,allthingslinux/tux,7bbc607deb368b71ed4d71aca51932c05b5a3b1d,src/tux/services/database/controllers/base.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-08,2025-08,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,19521,utf-8,55d25881c551f9e57ab93d22a65bce5390fbde181b981689bfc71bd550d1bf96,1,1,,
treatment,allthingslinux/tux,7bbc607deb368b71ed4d71aca51932c05b5a3b1d,src/tux/services/handlers/sentry.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-08,2025-08,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,7483,utf-8,bf30f8d5511c7611d62a2611abe7240df6815ac3849343fcb90ad4dac01e81e3,1,1,,
treatment,allthingslinux/tux,7d53c704999c724437e597f5d8a50b37002c27f8,src/tux/database/controllers/base.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-08,2025-08,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,30338,utf-8,8d004aa100d24917abf6104086c208a8616d6c7b13bea2eec0f882cb4f89ac56,1,1,,
treatment,allthingslinux/tux,80bd89204754035f5d2f51f652004e8a202f0e6b,tux/database/controllers/base.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-06,2025-06,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,18934,utf-8,087c60b2d4cd5b66c901a0a092425de4703de9f0ca6ad9827fcff85d57f6182b,1,1,,
treatment,allthingslinux/tux,82fd09af232e516bc1d2a45604ee88de917440b0,tux/main.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2024-07,2024-07,treatment_pre_event,SyntaxError,SyntaxError: f-string: expecting '}',1,8891,utf-8,4692b57c75af06ce51ccac43e0891409623d10ec934f307284fad36394fc8ff0,1,1,,
treatment,allthingslinux/tux,834e933b8cfa77d0387fba686bd9e332829be5cd,tux/help.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,0,1,2024-07,2024-07,treatment_pre_event,SyntaxError,SyntaxError: f-string: expecting '}',1,5096,utf-8,b5179a0ef405da9053e23165a4ec4903732ed4b48a77c7b1589d98e6b97549fb,1,1,,
treatment,allthingslinux/tux,87dd69a91c174adcffc3d9a2b6ae0912d6e05c5b,tux/main.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2024-07,2024-07,treatment_pre_event,SyntaxError,SyntaxError: f-string: expecting '}',1,9213,utf-8,c617a91944cf6cd1f4e163e467bf9167f8a534074d10312cb94fc4f675378acd,1,1,,
treatment,allthingslinux/tux,8a8a5c41f8826eee39f096c24c2aeb31367f2561,tux/cogs/utility/run.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-06,2025-06,treatment_post_event,SyntaxError,SyntaxError: f-string: unterminated string,1,9820,utf-8,ec9a020aad33724d2ae0211f958f2e7d948e58b8e8d3e989eb46dea414b2bd19,1,1,,
treatment,allthingslinux/tux,8cbd94f5f9c0e81192d25e205a591f5e8f9aff63,tux/cogs/admin/mock.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,0,1,2025-06,2025-06,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,10362,utf-8,577ba406b677ac076d759adcce1968edb793fe11b1f02c295be3cac10b8a3215,1,1,,
treatment,allthingslinux/tux,92755414929eee2c81783fbc43d5fd28826dc0f3,src/tux/core/cog_loader.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-08,2025-08,treatment_post_event,SyntaxError,SyntaxError: f-string expression part cannot include a backslash,1,14779,utf-8,32db0e58137e99c4e19300363250238277666fb2aa799e102657e91fd17028b4,1,1,,
treatment,allthingslinux/tux,951df05489e6d0cd186fbdfa33577d781b836e24,tux/bot.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-02,2025-02,treatment_event_month,SyntaxError,SyntaxError: invalid syntax,0,16553,utf-8,b87a56d3e0c5523fc25ee483d94f65c7573f834cc04090c82927abfa61316c45,1,1,,
treatment,allthingslinux/tux,9b086c74c4a0bb8257e6e0a2e4169a22087058e1,tux/cogs/utility/query.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2024-10,2024-10,treatment_pre_event,SyntaxError,SyntaxError: f-string: unmatched '[',1,5090,utf-8,c702106a5ba6a730b5e64d27e5de255960e375fbd0f1205c0c7099cd2b976140,1,1,,
treatment,allthingslinux/tux,9b086c74c4a0bb8257e6e0a2e4169a22087058e1,tux/help.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2024-10,2024-10,treatment_pre_event,SyntaxError,SyntaxError: f-string: expecting '}',1,16308,utf-8,91147cef9db396a8813b1d5cc39ef0c078c8cbabdc4ab30a3b8110f6950c4a03,1,1,,
treatment,allthingslinux/tux,9defdd12532424ef4237de89e972c86e018ae4d7,tux/bot.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-06,2025-06,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,19936,utf-8,2f8ad9a30d2e5a503652ad262adfd9bd1fdd8514e42b39caced85f3124bc75cf,1,1,,
treatment,allthingslinux/tux,9defdd12532424ef4237de89e972c86e018ae4d7,tux/cogs/fun/rand.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-06,2025-06,treatment_post_event,SyntaxError,SyntaxError: f-string expression part cannot include a backslash,1,6955,utf-8,1099565b551ef9d534eb467d880a4b5f4611e26451222461204555c4dbe1228c,1,1,,
treatment,allthingslinux/tux,9defdd12532424ef4237de89e972c86e018ae4d7,tux/cogs/utility/run.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-06,2025-06,treatment_post_event,SyntaxError,SyntaxError: f-string: unterminated string,1,10976,utf-8,8afa2dd9b652aa9be8993adfeb48502468bb5cb60f41657d2e417763226821b9,1,1,,
treatment,allthingslinux/tux,9e0e710e0e7192aead47505fd0249c684be63331,tux/cogs/utility/snippets.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2024-10,2024-10,treatment_pre_event,SyntaxError,SyntaxError: f-string: expecting '}',1,18756,utf-8,4ac9d24786b331f2efbec974fcdce10c06ef667ec2778191f402d524f0df4ae9,1,1,,
treatment,allthingslinux/tux,9e3848b2c30c2655a7a1167b77ad551c22ef4d79,tux/cogs/utility/run.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-06,2025-06,treatment_post_event,SyntaxError,SyntaxError: f-string: unterminated string,1,9484,utf-8,e2699399acfe050732ade0e366b3fc9e4acdc3e3e9123801864fa5aca2975f0e,1,1,,
treatment,allthingslinux/tux,a0446bbe012f882a8e45febc45a4684f7a986123,tux/cog_loader.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-04,2025-04,treatment_post_event,SyntaxError,SyntaxError: f-string expression part cannot include a backslash,1,7717,utf-8,8f2e7589ce60c18e4dc0bd24dec571619f864dbea13e78fc14cd851153e3c1d2,1,1,,
treatment,allthingslinux/tux,a171685e496f48fbcc14ca15d2a567f636e9b4a1,tux/cogs/utility/run.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-06,2025-06,treatment_post_event,SyntaxError,SyntaxError: f-string: unterminated string,1,10995,utf-8,151c26c2fae6b09cbcb25d59bef885ff519c17e912770b0ea8e6deda53a1fc03,1,1,,
treatment,allthingslinux/tux,a2dda21b9abbe2f385ef5e845f11d7c7f65fb545,tux/bot.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-02,2025-02,treatment_event_month,SyntaxError,SyntaxError: invalid syntax,0,16598,utf-8,78cdfbb02529711906431d1c9f1a16cb2c2d69ac4c76f8ab7079444d49823a11,1,1,,
treatment,allthingslinux/tux,a66cd3b7ee9225eb417758cc44b9f66d01f80f9d,src/tux/database/controllers/base.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-08,2025-08,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,30414,utf-8,95bcaf300697980f1707dde9df72b09d9471e149ff39975e000536170963f246,1,1,,
treatment,allthingslinux/tux,ac25acb0734fa560af5c9f5aa276448ed8f12cb4,tux/help.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2024-07,2024-07,treatment_pre_event,SyntaxError,SyntaxError: f-string: expecting '}',1,5096,utf-8,244c020a7b2e5e9c8570d7866566caa22c1e5e34430c088c9786c1917d32daff,1,1,,
treatment,allthingslinux/tux,af039b5ae91f649129766d0238967dd299d87b01,tux/cogs/utility/run.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,0,1,2025-06,2025-06,treatment_post_event,SyntaxError,SyntaxError: f-string: unterminated string,1,9820,utf-8,ec9a020aad33724d2ae0211f958f2e7d948e58b8e8d3e989eb46dea414b2bd19,1,1,,
treatment,allthingslinux/tux,b03a4f09c8310a1d1883ac8db260512022c4b91b,src/tux/services/tracing.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-08,2025-08,treatment_post_event,SyntaxError,SyntaxError: expected '(',0,19382,utf-8,7591faba9e3b250e03a7352a0f332ca93f8d9a610358cf0582a98cc889cc7723,1,1,,
treatment,allthingslinux/tux,b15de31911a41dbfad975ccb2a025715b7269032,tux/bot.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-04,2025-04,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,14357,utf-8,36c2e9150898342fac3803c4a6db4946696e5055b1437988f14ecda8a77deb0d,1,1,,
treatment,allthingslinux/tux,b3eed5b0ec31c3fdd04aa431a52818aa14fff270,tux/cogs/services/levels.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2024-10,2024-10,treatment_pre_event,SyntaxError,SyntaxError: f-string: expecting '}',1,9550,utf-8,62f38cdc1f2cf35c3ede09be39ffe08b890307c40332f965c49c7408180264de,1,1,,
treatment,allthingslinux/tux,b546ae6665400da09b1d8a57fcf5dca73594c6ab,tux/cog_loader.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-04,2025-04,treatment_post_event,SyntaxError,SyntaxError: f-string expression part cannot include a backslash,1,15007,utf-8,d55265951dbfc7ac27e5c64e631c558da52b04926fc28be201f1ca41db5a1aac,1,1,,
treatment,allthingslinux/tux,b575e9fb187eb014bad87d757a2b3bf11e242916,tux/core/cog_loader.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-08,2025-08,treatment_post_event,SyntaxError,SyntaxError: f-string expression part cannot include a backslash,1,14235,utf-8,410415f91a06c3efd36b08165f80697d76ae4a1a0c1ea1ddff894c97814616f4,1,1,,
treatment,allthingslinux/tux,b575e9fb187eb014bad87d757a2b3bf11e242916,tux/services/handlers/sentry.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-08,2025-08,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,7478,utf-8,dd3695b868082384b0d755f14f776a1f6eddab99371a32f899a2305541a10d95,1,1,,
treatment,allthingslinux/tux,b944f0b85c2669b0900d9ff34bcb615537af296a,tux/cogs/levels/backfill.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2024-10,2024-10,treatment_pre_event,SyntaxError,SyntaxError: f-string: unmatched '(',1,3822,utf-8,cc6a47e6c5e9cd18b5490373d7aa77a1567e8b9fdd069affba1d898a632c4d31,1,1,,
treatment,allthingslinux/tux,b944f0b85c2669b0900d9ff34bcb615537af296a,tux/cogs/services/levels.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2024-10,2024-10,treatment_pre_event,SyntaxError,SyntaxError: f-string: expecting '}',1,10335,utf-8,a3a1d03027be2f116d4733dca1501065ef28219ac8cfbcd04e6076c30ad9b430,1,1,,
treatment,allthingslinux/tux,b944f0b85c2669b0900d9ff34bcb615537af296a,tux/cogs/utility/snippets.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2024-10,2024-10,treatment_pre_event,SyntaxError,SyntaxError: f-string: expecting '}',1,18892,utf-8,f411bb7f25368f7207c0236af1bd5c3f07ae1a88a9e9ce12ea14d5bfa4b5d350,1,1,,
treatment,allthingslinux/tux,bd304cb000bc41e86417edd470919aac1a41e4cd,tux/bot.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-04,2025-04,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,14774,utf-8,21463074642539f559c8c21e87115690cbfa9709434a6165aadd3641d04c9c6b,1,1,,
treatment,allthingslinux/tux,bdc89f6b1be7b2d6aebe7d71c1a44ba04d6a37ce,tux/bot.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-02,2025-02,treatment_event_month,SyntaxError,SyntaxError: invalid syntax,0,27277,utf-8,4fd1928b21065e4c0ad9270c40e2b79b41349a56ad97792dc378aeb54f96d61a,1,1,,
treatment,allthingslinux/tux,bfb1a1ada4568092e0326f0ea1eeda903237137c,tux/cogs/levels/xpblacklist.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,0,1,2024-10,2024-10,treatment_pre_event,SyntaxError,SyntaxError: f-string: expecting '}',1,1658,utf-8,4c927cd25ceddfb1c29e2b435c6fa4a01f395416033018b1b3a520fe4fda98f4,1,1,,
treatment,allthingslinux/tux,c27983a83d7c714d70bcaebb830d6e1fa8d1be6e,src/tux/services/handlers/sentry.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-08,2025-08,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,7506,utf-8,41d4aa87a19824c4a9e49d4252716570d1d2f6e21b206a16cda112893e1eb541,1,1,,
treatment,allthingslinux/tux,c2d866b915f8a1891781c5033766f5b9b26b5a63,tux/bot.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-04,2025-04,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,23430,utf-8,e9acfa94cd72a1b840bc0750c009a8bc93063a7cd412f9bceadf31f2ad1fdde8,1,1,,
treatment,allthingslinux/tux,c468a816d9477a1d61fca9875dcc17a8f55b6ea5,tux/cogs/utility/snippets.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2024-10,2024-10,treatment_pre_event,SyntaxError,SyntaxError: f-string: expecting '}',1,18360,utf-8,a9d2bfcd4eba2c929954766c6509593aebb5780cb1fb23f2d9dc8a9f13d27060,1,1,,
treatment,allthingslinux/tux,c6b7cad12a054a5755fc1c571bf4fd122e9b1043,.database-archive/src/tux/services/database/controllers/base.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-08,2025-08,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,19521,utf-8,55d25881c551f9e57ab93d22a65bce5390fbde181b981689bfc71bd550d1bf96,1,1,,
treatment,allthingslinux/tux,c8c43eee5b58b9ca4efed3f53f9e77832dcc8110,tux/bot.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-05,2025-05,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,18942,utf-8,aecd9f5854dc723cacbe2f4a936e556fe3835a33a372d31aae7b51e596a0077d,1,1,,
treatment,allthingslinux/tux,cb294800b4e2869131a45845e4c1e8f4ec855c06,tux/cogs/utility/snippets.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2024-10,2024-10,treatment_pre_event,SyntaxError,SyntaxError: f-string: expecting '}',1,18360,utf-8,48b3475d1dac7b8248b20d142ceb8aa40730794d5d24defada4c52c21171290d,1,1,,
treatment,allthingslinux/tux,cd30e811ef91561a8bf866c6c57d385809b83594,tux/cogs/info/info.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,0,1,2024-08,2024-08,treatment_pre_event,SyntaxError,SyntaxError: expected '(',0,8348,utf-8,0f81ee780092765a3588a2a8238e0e7cdbc776c8a816cc99162a16ee6943e84d,1,1,,
treatment,allthingslinux/tux,ce7da87cf83a3475fce4fd5490c6dda62937648b,tux/bot.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-02,2025-02,treatment_event_month,SyntaxError,SyntaxError: invalid syntax,0,13485,utf-8,b3eca37cbabdc2558ab83f21eaab98205e18ad7c3350d9a7060d7b62ef1ce8f1,1,1,,
treatment,allthingslinux/tux,ceaa06cd2c286a04f3438c8caa46df9ace6be57b,tux/bot.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-06,2025-06,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,20206,utf-8,3b5f0d7ad9ca73dd3f96000fb59d62cb887068373a40b514efffce7887f366d1,1,1,,
treatment,allthingslinux/tux,d326fc50d0d19e5982b9dbb3becd09c8f3c4f27c,tux/utils/flags.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,0,1,2024-11,2024-11,treatment_pre_event,SyntaxError,SyntaxError: f-string: expecting '}',1,9709,utf-8,ccac4fa0cf9301b5bc5d266e54dbaf21a12c82d582951ddf9737a777a3598f60,1,1,,
treatment,allthingslinux/tux,d53d827dea2137dd37ea7f8a14ccb3887e45a9c5,tux/bot.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-04,2025-04,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,14423,utf-8,d07b8489c2cf8d00f9f0f34b7290d08d8217335b44fe306c03cd20440bf2ea1c,1,1,,
treatment,allthingslinux/tux,d61fd687a4e8b49d132426ab93389a1de118b194,tux/cogs/fun/rand.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-08,2025-08,treatment_post_event,SyntaxError,SyntaxError: f-string expression part cannot include a backslash,1,7063,utf-8,73313c4c68b5df86080d2595078437ffb7938d99773eb229ce6b3ca223b02a22,1,1,,
treatment,allthingslinux/tux,d70e58512132c49df56b4878f30418766d778a3a,tux/cogs/services/levels.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2024-10,2024-10,treatment_pre_event,SyntaxError,SyntaxError: f-string: expecting '}',1,9783,utf-8,d170706d3f5b56afe541dcb9e49a30b84ec394c40bf8c9093e8f4605b5678e5e,1,1,,
treatment,allthingslinux/tux,dd41fec6e732fcf08e9464873efac7e4ff30e3d7,tux/bot.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,1,0,2025-04,2025-04,treatment_post_event,SyntaxError,SyntaxError: invalid syntax,0,14155,utf-8,ed93aa80553a1a6addf4e23ca99f106e7371bcd0d8781e92d72bb66ba3074b2c,1,1,,
treatment,allthingslinux/tux,de892f9ab2fd71cc03ff54144a695b402616a5f7,tux/cogs/info/info.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,0,1,2025-01,2025-01,treatment_pre_event,SyntaxError,SyntaxError: f-string: unmatched '(',1,8704,utf-8,319f8dc3c555434800e68eadceca88f1784ab810749c8786d75b934d4fc56c43,1,1,,
treatment,allthingslinux/tux,de892f9ab2fd71cc03ff54144a695b402616a5f7,tux/cogs/levels/levels.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,0,1,2025-01,2025-01,treatment_pre_event,SyntaxError,SyntaxError: f-string: expecting '}',1,6373,utf-8,8917f7f71fc2b14142d2545ccb1ccefd22b71a841c33d8f6b0270910be6cd3aa,1,1,,
treatment,allthingslinux/tux,de892f9ab2fd71cc03ff54144a695b402616a5f7,tux/cogs/services/levels.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,0,1,2025-01,2025-01,treatment_pre_event,SyntaxError,SyntaxError: f-string: expecting '}',1,9550,utf-8,62f38cdc1f2cf35c3ede09be39ffe08b890307c40332f965c49c7408180264de,1,1,,
treatment,allthingslinux/tux,de892f9ab2fd71cc03ff54144a695b402616a5f7,tux/cogs/utility/run.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,1,0,1,2025-01,2025-01,treatment_pre_event,SyntaxError,SyntaxError: f-string: expecting '}',1,10544,utf-8,a3e6de1a98a39a26ba4b2bbbda8a0ac722590483b8572fd1a35899b51faa2d4e,1,1,,
