dataset_source,repo_name,blob_commit,blob_relative_path,repo_dir,error_record_count,current_error_record_count,parent_error_record_count,first_observed_time,last_observed_time,observed_treatment_periods,py311_error_types,py311_error_signatures,py311_fstring_error,source_bytes,source_encoding,content_sha256,py312_parse_success,py312_recovered,py312_error_type,py312_error
control,believethehype/nostrdvm,2dbff7989fae756c4b235cf4632fd39dc74147b3,nostr_dvm/subscription.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/believethehype_nostrdvm,1,0,1,2024-04,2024-04,control,SyntaxError,SyntaxError: invalid syntax,0,14499,utf-8,5e7249b0c5099e89f1aea6f7c13e26643de0acc436e078d8c29fa81160053bd0,0,0,SyntaxError,"SyntaxError: invalid syntax (subscription.py, line 315)"
control,believethehype/nostrdvm,32537623e9627be3534925ca58473091fa5dd08a,nostr_dvm/dvm.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/believethehype_nostrdvm,1,1,0,2024-01,2024-01,control,SyntaxError,SyntaxError: invalid non-printable character U+2028,0,32167,utf-8,b663e4a560ae3e2a17e1333a19ebd5df35d6de230d72728283386fb19218858d,0,0,SyntaxError,"SyntaxError: invalid non-printable character U+2028 (dvm.py, line 422)"
control,believethehype/nostrdvm,32664f8f9b746d66caf6740c17a1da60df6c67f4,nostr_dvm/bot.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/believethehype_nostrdvm,2,1,1,2024-06,2024-06,control,SyntaxError,SyntaxError: invalid syntax,0,40409,utf-8,91051889857253f033bf9f1c29b9c52d3b6c4f98ee475d1879da604f584a7201,0,0,SyntaxError,"SyntaxError: invalid syntax (bot.py, line 98)"
control,believethehype/nostrdvm,96e9a673304a7021deaa165e56dba43a38db5ad7,tests/gif_library_manual.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/believethehype_nostrdvm,1,1,0,2025-01,2025-01,control,SyntaxError,SyntaxError: invalid syntax,0,5866,utf-8,518056260ce3cf04e09098ea0de013fd1a54a7e39eaee3ee68d730852029fe71,0,0,SyntaxError,"SyntaxError: invalid syntax (gif_library_manual.py, line 1)"
control,believethehype/nostrdvm,a07070439e231e4a024414bfeb950863992606e8,nostr_dvm/dvm.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/believethehype_nostrdvm,1,0,1,2024-01,2024-01,control,SyntaxError,SyntaxError: invalid non-printable character U+2028,0,32167,utf-8,b663e4a560ae3e2a17e1333a19ebd5df35d6de230d72728283386fb19218858d,0,0,SyntaxError,"SyntaxError: invalid non-printable character U+2028 (dvm.py, line 422)"
control,believethehype/nostrdvm,a286f4946e57466b6f8c324d399a0dba8000f748,nostr_dvm/utils/nostr_utils.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/believethehype_nostrdvm,2,1,1,2024-06,2024-06,control,SyntaxError,SyntaxError: '(' was never closed,0,12728,utf-8,fa8293390e19a64fa0276aac01243f9ef597399094bf0d85e5135e4ebc243f43,0,0,SyntaxError,"SyntaxError: '(' was never closed (nostr_utils.py, line 45)"
control,believethehype/nostrdvm,fec2efd48b26f873e8cb306a84031ac7186a5084,nostr_dvm/subscription.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/believethehype_nostrdvm,1,1,0,2024-04,2024-04,control,SyntaxError,SyntaxError: invalid syntax,0,14499,utf-8,5e7249b0c5099e89f1aea6f7c13e26643de0acc436e078d8c29fa81160053bd0,0,0,SyntaxError,"SyntaxError: invalid syntax (subscription.py, line 315)"
control,daxa-ai/pebblo,29c86ac4572c4273a469369f4d7fbe69deded64c,analyzer/setup.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/daxa-ai_pebblo,1,1,0,2024-01,2024-01,control,SyntaxError,SyntaxError: invalid syntax. Perhaps you forgot a comma?,0,1263,utf-8,bc4d813a3a5323bfe84f946b257a065961dcbbd114696c5ed4006724b481390b,0,0,SyntaxError,"SyntaxError: invalid syntax. Perhaps you forgot a comma? (setup.py, line 7)"
control,daxa-ai/pebblo,f65d477bbf7b15242f5eb2baf04de9373922bd37,analyzer/setup.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/daxa-ai_pebblo,1,0,1,2024-01,2024-01,control,SyntaxError,SyntaxError: invalid syntax. Perhaps you forgot a comma?,0,1263,utf-8,bc4d813a3a5323bfe84f946b257a065961dcbbd114696c5ed4006724b481390b,0,0,SyntaxError,"SyntaxError: invalid syntax. Perhaps you forgot a comma? (setup.py, line 7)"
control,golemfoundation/octant,06df3390b595bc4cdd43e6841a22f0887d440fa5,backend/app/modules/modules_factory/current.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/golemfoundation_octant,1,0,1,2024-04,2024-04,control,SyntaxError,SyntaxError: invalid syntax,0,4550,utf-8,1cdad7fa492bd798cd5a0aad46992a162dcfdf7da0590e932db33b334670c6f7,0,0,SyntaxError,"SyntaxError: invalid syntax (current.py, line 41)"
control,golemfoundation/octant,20d6d6133839289e4d5cbbde70b6ec4db6008196,backend/app/modules/modules_factory/current.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/golemfoundation_octant,1,0,1,2024-06,2024-06,control,SyntaxError,SyntaxError: invalid syntax,0,5934,utf-8,90b7f693f6a203299ce73f85e1951d3b9c2cf9edc1790b811403b44bd1eee877,0,0,SyntaxError,"SyntaxError: invalid syntax (current.py, line 20)"
control,golemfoundation/octant,20d6d6133839289e4d5cbbde70b6ec4db6008196,backend/app/modules/modules_factory/pending.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/golemfoundation_octant,1,0,1,2024-06,2024-06,control,SyntaxError,SyntaxError: invalid syntax,0,6293,utf-8,ecabc174e50cc2d31b6fd7169369363c0e21817e50ce6e959c5532f9f7db119e,0,0,SyntaxError,"SyntaxError: invalid syntax (pending.py, line 115)"
control,golemfoundation/octant,20d6d6133839289e4d5cbbde70b6ec4db6008196,backend/app/modules/octant_rewards/matched/pending.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/golemfoundation_octant,1,0,1,2024-06,2024-06,control,SyntaxError,SyntaxError: invalid syntax,0,2628,utf-8,70a972c06a5492dc8512a7d75f6d798e8db0e05fa595f243e0b79772b292e384,0,0,SyntaxError,"SyntaxError: invalid syntax (pending.py, line 19)"
control,golemfoundation/octant,20d6d6133839289e4d5cbbde70b6ec4db6008196,backend/tests/modules/modules_factory/test_modules_factory.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/golemfoundation_octant,1,0,1,2024-06,2024-06,control,SyntaxError,SyntaxError: invalid syntax,0,11793,utf-8,32841e0dde59d235f38526e19627d7dd89ce186d95c52787f48dd857b79bedc7,0,0,SyntaxError,"SyntaxError: invalid syntax (test_modules_factory.py, line 160)"
control,golemfoundation/octant,20d6d6133839289e4d5cbbde70b6ec4db6008196,backend/tests/modules/octant_rewards/test_pending_octant_rewards.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/golemfoundation_octant,1,0,1,2024-06,2024-06,control,SyntaxError,SyntaxError: invalid syntax,0,3439,utf-8,4b0a895b3ee75e907baa7bafbcf6663079f8e1d9aaf63f0f38d29034b28d2b08,0,0,SyntaxError,"SyntaxError: invalid syntax (test_pending_octant_rewards.py, line 103)"
control,golemfoundation/octant,7d5437df24bc0592101f152e09940d9921ff908f,backend/tests/v2/allocations/test_get_allocations_for_epoch.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/golemfoundation_octant,1,0,1,2024-12,2024-12,control,SyntaxError,SyntaxError: invalid syntax,0,6647,utf-8,2ee4e966ce495a78ec05fcfb0b2ae241ba3b387cfc777dabac3ef64faf1ab6a6,0,0,SyntaxError,"SyntaxError: invalid syntax (test_get_allocations_for_epoch.py, line 2)"
control,golemfoundation/octant,7d5437df24bc0592101f152e09940d9921ff908f,backend/tests/v2/allocations/test_get_donors_for_epoch.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/golemfoundation_octant,1,0,1,2024-12,2024-12,control,SyntaxError,SyntaxError: unmatched ')',0,6027,utf-8,a7e808c9ba698ec47095d2c621d069042c4e1606acaa8f44aab8b941f4b927a1,0,0,SyntaxError,"SyntaxError: unmatched ')' (test_get_donors_for_epoch.py, line 62)"
control,golemfoundation/octant,7d5437df24bc0592101f152e09940d9921ff908f,backend/tests/v2/allocations/test_get_project_allocations_for_epoch.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/golemfoundation_octant,1,0,1,2024-12,2024-12,control,SyntaxError,SyntaxError: invalid syntax,0,3088,utf-8,0522e1c1feb553affa9c094624134a61ba5d95614a6f7702c0253ed28d608d93,0,0,SyntaxError,"SyntaxError: invalid syntax (test_get_project_allocations_for_epoch.py, line 2)"
control,golemfoundation/octant,7d5437df24bc0592101f152e09940d9921ff908f,backend/tests/v2/allocations/test_get_user_allocations_for_epoch.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/golemfoundation_octant,1,0,1,2024-12,2024-12,control,SyntaxError,SyntaxError: unmatched ')',0,3632,utf-8,2857e570178cd29769bd0d00b0fa54536efc8b8459574de98d0038bde2932fe1,0,0,SyntaxError,"SyntaxError: unmatched ')' (test_get_user_allocations_for_epoch.py, line 29)"
control,golemfoundation/octant,7d5437df24bc0592101f152e09940d9921ff908f,backend/tests/v2/allocations/test_get_user_next_allocation_nonce.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/golemfoundation_octant,1,0,1,2024-12,2024-12,control,SyntaxError,SyntaxError: unmatched ')',0,2969,utf-8,1835f7f87608fb7baf0d65850336dda5ee113cbd1c01c5bf94f5246587dfcf3c,0,0,SyntaxError,"SyntaxError: unmatched ')' (test_get_user_next_allocation_nonce.py, line 29)"
control,golemfoundation/octant,7d5437df24bc0592101f152e09940d9921ff908f,backend/tests/v2/conftest.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/golemfoundation_octant,1,0,1,2024-12,2024-12,control,SyntaxError,SyntaxError: invalid syntax,0,1996,utf-8,01e43ba3be4e43ed757cb666b6ce38ae55797024af58cc7de32da1865af77d4e,0,0,SyntaxError,"SyntaxError: invalid syntax (conftest.py, line 7)"
control,microsoft/semantic-link-labs,059edb575b1273621c9ec4b3951a093e5e7519a5,src/sempy_labs/admin/_domains.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/microsoft_semantic-link-labs,1,1,0,2025-01,2025-01,control,SyntaxError,SyntaxError: non-default argument follows default argument,0,15160,utf-8,4323aeec75e9bb783de1434f0fabe649e7b804c72dea5bf2d7346088ea1c5cc4,0,0,SyntaxError,"SyntaxError: parameter without a default follows parameter with a default (_domains.py, line 306)"
control,microsoft/semantic-link-labs,0aeb8bfa3937a8e00e4ec2c847b4f1ad649eb2fa,src/sempy_labs/report/_generate_report.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/microsoft_semantic-link-labs,2,1,1,2024-07,2024-07,control,IndentationError,IndentationError: unindent does not match any outer indentation level,0,12362,utf-8,03b373745eaa32544640fd45fb27d4880ebfb56a643df850793cd80957125cdb,0,0,IndentationError,"IndentationError: unindent does not match any outer indentation level (_generate_report.py, line 311)"
control,microsoft/semantic-link-labs,0f36fd9315969ff7cc979f2d7b3bf7f7e51a424b,src/sempy_labs/admin/_domains.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/microsoft_semantic-link-labs,1,0,1,2025-01,2025-01,control,SyntaxError,SyntaxError: non-default argument follows default argument,0,15160,utf-8,4323aeec75e9bb783de1434f0fabe649e7b804c72dea5bf2d7346088ea1c5cc4,0,0,SyntaxError,"SyntaxError: parameter without a default follows parameter with a default (_domains.py, line 306)"
control,microsoft/semantic-link-labs,8f6adc5fc3511f2efed546107bc945281871d9fa,src/sempy_labs/_mirrored_databases.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/microsoft_semantic-link-labs,2,1,1,2024-11,2024-11,control,IndentationError,IndentationError: expected an indented block after function definition on line 166,0,6105,utf-8,e9c16d04ea7c22e167fa97e456b40e4b3f9788abaa23a24dfa987c3d0649cb02,0,0,IndentationError,"IndentationError: expected an indented block after function definition on line 166 (_mirrored_databases.py, line 170)"
control,microsoft/semantic-link-labs,f65be71fe073fb4ecb964c68812a59db8ee3d71e,src/sempy_labs/__init__.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/microsoft_semantic-link-labs,1,0,1,2025-03,2025-03,control,SyntaxError,SyntaxError: '(' was never closed,0,15703,utf-8,b1c6d6606074c1e0e48dd62ae2204cdb2145e949d0586d653fae7d700f49cc1b,0,0,SyntaxError,"SyntaxError: '(' was never closed (__init__.py, line 1)"
control,microsoft/semantic-link-labs,fa42a616b142e33976824898f0b7b267a2e52bc3,src/sempy_labs/_vpax.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/microsoft_semantic-link-labs,2,1,1,2025-04,2025-04,control,SyntaxError,SyntaxError: expected ':',0,10284,utf-8,a765fdfe9fffdcb7d03f7749437fe56a0147e9d30e94e920cc4cba47a39fc911,0,0,SyntaxError,"SyntaxError: expected ':' (_vpax.py, line 248)"
control,pieces-app/cli-agent,0362d978c8c98cfcb17d332d98a6228ece0cdaee,src/pieces/commands/run_shell_command.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/pieces-app_cli-agent,1,1,0,2024-08,2024-08,control,IndentationError,IndentationError: unexpected unindent,0,2325,utf-8,33106bf3588b0865f8fbb8eb7d445113975e07c7c6261dc2e628480801a3730c,0,0,IndentationError,"IndentationError: unexpected unindent (run_shell_command.py, line 48)"
control,pieces-app/cli-agent,11836a7c8680831db98339ecd013f5860d1244e6,src/pieces/assets/assets_command.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/pieces-app_cli-agent,1,1,0,2024-07,2024-07,control,TabError,TabError: inconsistent use of tabs and spaces in indentation,0,8037,utf-8,2c3716a1451b43f6b5a7783f3456d7e77ccb9d324e0f972e6879811684ee42c3,0,0,TabError,"TabError: inconsistent use of tabs and spaces in indentation (assets_command.py, line 50)"
control,pieces-app/cli-agent,13fe0cf9f1ccd641ddacab29aa6aeb2b18f99e9e,tests/open_and_save_command_test.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/pieces-app_cli-agent,1,1,0,2024-07,2024-07,control,IndentationError,IndentationError: unindent does not match any outer indentation level,0,3502,utf-8,fafe231a95aa86440417a50722f01f6d174b4c3ed2855acedfc984d89f9de176,0,0,IndentationError,"IndentationError: unindent does not match any outer indentation level (open_and_save_command_test.py, line 55)"
control,pieces-app/cli-agent,3153ba0c428f3e3e86aeaa8667e71a40fb1ed78f,tests/list_command_test.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/pieces-app_cli-agent,1,1,0,2024-07,2024-07,control,IndentationError,IndentationError: unexpected unindent,0,820,utf-8,5dbb8fba14408ace302f58cc67b384233f379fa15302c8c179c7d6ac96ccbcc9,0,0,IndentationError,"IndentationError: unexpected unindent (list_command_test.py, line 17)"
control,pieces-app/cli-agent,3479ae4432dd80e009b7c850b38622e7c6c38005,src/pieces/assets/assets_command.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/pieces-app_cli-agent,1,1,0,2024-07,2024-07,control,IndentationError,IndentationError: unindent does not match any outer indentation level,0,6532,utf-8,26da84adc033e0c890f88cd1b42fcc565343410a03230117420370fe680ee008,0,0,IndentationError,"IndentationError: unindent does not match any outer indentation level (assets_command.py, line 51)"
control,pieces-app/cli-agent,383664cd627c665324062ce0745143674b21cf2c,tests/list_command_test.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/pieces-app_cli-agent,1,1,0,2024-07,2024-07,control,IndentationError,IndentationError: unexpected unindent,0,1378,utf-8,beefb08dae753b8c5898e7ec3c839904140d228794129b335c5040f66f0a1461,0,0,IndentationError,"IndentationError: unexpected unindent (list_command_test.py, line 17)"
control,pieces-app/cli-agent,4b7d5e827dbe9e381872a9b52b26bd3f17bd4105,src/pieces/assets/assets_command.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/pieces-app_cli-agent,1,1,0,2024-07,2024-07,control,TabError,TabError: inconsistent use of tabs and spaces in indentation,0,9053,utf-8,9c8b58e25eb67eedae39541c90523ff5e8b4a472a9566f7bd2281a9b9663899c,0,0,TabError,"TabError: inconsistent use of tabs and spaces in indentation (assets_command.py, line 52)"
control,pieces-app/cli-agent,5f683adbeaf02c805b7ad843071ccc9fc55440a7,src/pieces/assets/assets_command.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/pieces-app_cli-agent,1,1,0,2024-07,2024-07,control,TabError,TabError: inconsistent use of tabs and spaces in indentation,0,9106,utf-8,4c291dc87f7a65483fdd67387cd198b12ba24dade148b268a2e99989d517fd5e,0,0,TabError,"TabError: inconsistent use of tabs and spaces in indentation (assets_command.py, line 55)"
control,pieces-app/cli-agent,6abfee4abd49945ad9606d36c2953421253eb9ed,tests/list_command_test.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/pieces-app_cli-agent,2,1,1,2024-07,2024-07,control,IndentationError,IndentationError: unexpected unindent,0,2243,utf-8,ddc7ba9ded88ecd5bddfe535d65965a30903d5521f843488c016ac9e7214b235,0,0,IndentationError,"IndentationError: unexpected unindent (list_command_test.py, line 17)"
control,pieces-app/cli-agent,6c7daa05fb539ce05c2b0d257741dd01d62e4d00,src/pieces/commands/execute_command.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/pieces-app_cli-agent,1,0,1,2024-09,2024-09,control,SyntaxError,SyntaxError: invalid syntax,0,2010,utf-8,cfba05d6c8a8b875466d979d8c66d710cf4615899e69967d67e0bbabb545bba7,0,0,SyntaxError,"SyntaxError: invalid syntax (execute_command.py, line 15)"
control,pieces-app/cli-agent,7023c963671d5be78e9e1a15bc1d4e366c081f45,src/pieces/assets/assets_command.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/pieces-app_cli-agent,1,1,0,2024-07,2024-07,control,IndentationError,IndentationError: expected an indented block after function definition on line 51,0,7993,utf-8,9ca8d0b03d6082b2fb13bb21f1985b2143553cb7a3f0844b2d14df757ec2c494,0,0,IndentationError,"IndentationError: expected an indented block after function definition on line 51 (assets_command.py, line 52)"
control,pieces-app/cli-agent,7ec8b6111f52265f1c3e24e8b514e9d3f38303de,tests/open_and_save_command_test.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/pieces-app_cli-agent,1,1,0,2024-07,2024-07,control,IndentationError,IndentationError: unindent does not match any outer indentation level,0,3623,utf-8,3bdf5d7efc8d566045081b8fe6be85d037dc0af8af97c7c5bca3928258362a2b,0,0,IndentationError,"IndentationError: unindent does not match any outer indentation level (open_and_save_command_test.py, line 55)"
control,pieces-app/cli-agent,8545a5a8af73e23c0ba93dcb29c59baf62345ce5,tests/open_and_save_command_test.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/pieces-app_cli-agent,2,1,1,2024-07,2024-07,control,IndentationError,IndentationError: unindent does not match any outer indentation level,0,3696,utf-8,5c393d41c56c81a1048a316d185f7ff0a7f789ed7333c59a9a35de464f3fcab3,0,0,IndentationError,"IndentationError: unindent does not match any outer indentation level (open_and_save_command_test.py, line 55)"
control,pieces-app/cli-agent,889750f24343a766d4d45e2b5b7158de44a60e98,tests/open_and_save_command_test.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/pieces-app_cli-agent,1,1,0,2024-07,2024-07,control,IndentationError,IndentationError: unindent does not match any outer indentation level,0,3685,utf-8,4bb45e54dc00bd6a8df831c180f4be5f1ce041ff5ea996831edc20ae314154b9,0,0,IndentationError,"IndentationError: unindent does not match any outer indentation level (open_and_save_command_test.py, line 55)"
control,pieces-app/cli-agent,8dbc9d9ceea2d8520306d5837abaf8cd55e6430c,src/pieces/settings.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/pieces-app_cli-agent,2,1,1,2024-09,2024-09,control,TabError,TabError: inconsistent use of tabs and spaces in indentation,0,7454,utf-8,4389fb964bda935a37a6acd3c374d78c0a2fa561685f0a55f5739750325f5f1c,0,0,TabError,"TabError: inconsistent use of tabs and spaces in indentation (settings.py, line 227)"
control,pieces-app/cli-agent,bd513b99da2455fe9d222c76c33ba265ce95e6ef,src/pieces/assets/assets_command.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/pieces-app_cli-agent,2,1,1,2024-07,2024-07,control,TabError,TabError: inconsistent use of tabs and spaces in indentation,0,5920,utf-8,82838133e55a1aa45f71c120e2b0976038f62c8579f7cbf34e72600d39a6f219,0,0,TabError,"TabError: inconsistent use of tabs and spaces in indentation (assets_command.py, line 72)"
control,pieces-app/cli-agent,cdf18a89688289d7141beb8b8637bc802c37375b,src/pieces/assets/assets_command.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/pieces-app_cli-agent,1,1,0,2024-07,2024-07,control,TabError,TabError: inconsistent use of tabs and spaces in indentation,0,9141,utf-8,c151cf2514131297b9936020524803b35985222d8cddab359024792d6dea4086,0,0,TabError,"TabError: inconsistent use of tabs and spaces in indentation (assets_command.py, line 55)"
control,pieces-app/cli-agent,d47643de73c22f41d9a23aa3cd9a19bcc5371e81,src/pieces/commands/execute_command.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/pieces-app_cli-agent,1,1,0,2024-09,2024-09,control,SyntaxError,SyntaxError: invalid syntax,0,2010,utf-8,cfba05d6c8a8b875466d979d8c66d710cf4615899e69967d67e0bbabb545bba7,0,0,SyntaxError,"SyntaxError: invalid syntax (execute_command.py, line 15)"
control,pieces-app/cli-agent,da7e95a1665eb3f13a90a7dbfd5e2818cc69fd55,src/pieces/assets/assets_command.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/pieces-app_cli-agent,1,1,0,2024-07,2024-07,control,IndentationError,IndentationError: expected an indented block after function definition on line 51,0,8777,utf-8,a45b3209d5aa54d4af99720b4049d05aab67ff574b11bf3072d2d8c483825a4e,0,0,IndentationError,"IndentationError: expected an indented block after function definition on line 51 (assets_command.py, line 52)"
control,pieces-app/cli-agent,dcfaa83f670c700647fab050f47053f366ea4ff2,src/pieces/assets/assets_command.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/pieces-app_cli-agent,1,1,0,2024-07,2024-07,control,TabError,TabError: inconsistent use of tabs and spaces in indentation,0,6939,utf-8,10ac4b3f8bbc3539f43e045b40dce64239f7988fb5bee6c78287cb41af01cf95,0,0,TabError,"TabError: inconsistent use of tabs and spaces in indentation (assets_command.py, line 51)"
control,pieces-app/cli-agent,e478359f03becb85de91865890c79ecbd5985714,src/pieces/assets/assets_command.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/pieces-app_cli-agent,1,1,0,2024-07,2024-07,control,TabError,TabError: inconsistent use of tabs and spaces in indentation,0,6523,utf-8,4ed6b0ee458788b551243c76d5de2d3e3cc86465b857002324b2cf264ba5968f,0,0,TabError,"TabError: inconsistent use of tabs and spaces in indentation (assets_command.py, line 51)"
control,pieces-app/cli-agent,e53de90972872fba9cebfafc426011bd4cc8ac86,src/pieces/assets/assets_command.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/pieces-app_cli-agent,2,1,1,2024-07,2024-07,control,TabError,TabError: inconsistent use of tabs and spaces in indentation,0,7954,utf-8,ba75a1f74c45ab4045d5ed5a03854b40d4d22814c4b56ea9e77e6389e4fd3dcc,0,0,TabError,"TabError: inconsistent use of tabs and spaces in indentation (assets_command.py, line 50)"
control,pieces-app/cli-agent,e78c63923725acfbe4183edaaa7d8cc8b3989203,tests/open_and_save_command_test.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/pieces-app_cli-agent,1,1,0,2024-07,2024-07,control,IndentationError,IndentationError: unindent does not match any outer indentation level,0,3795,utf-8,a116cec395ce2589028a210d91c5ebff12567212f8793985f1b85d87e06f9850,0,0,IndentationError,"IndentationError: unindent does not match any outer indentation level (open_and_save_command_test.py, line 55)"
control,pieces-app/cli-agent,ea6b131427d1e949f5d6417d02878aa266e44f6e,src/pieces/assets/assets_command.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/pieces-app_cli-agent,1,1,0,2024-07,2024-07,control,TabError,TabError: inconsistent use of tabs and spaces in indentation,0,6407,utf-8,c63d7918046f09aa40b539568b72bc65867700cf588661d4ca328ce621301b2e,0,0,TabError,"TabError: inconsistent use of tabs and spaces in indentation (assets_command.py, line 51)"
control,pieces-app/cli-agent,f621685b0dd3bf85a5da656736bb8e9811ee69d3,src/pieces/commands/run_shell_command.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/pieces-app_cli-agent,2,1,1,2024-08,2024-08,control,IndentationError,IndentationError: unexpected unindent,0,2846,utf-8,fa3653e22fce6aa19183c7424674dbc9ba311fbaea93e491418b1bd37ac38781,0,0,IndentationError,"IndentationError: unexpected unindent (run_shell_command.py, line 48)"
control,pieces-app/cli-agent,f6448bb2d53372dce39b19a31659fc5c59c82205,tests/open_and_save_command_test.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/pieces-app_cli-agent,1,1,0,2024-07,2024-07,control,IndentationError,IndentationError: unindent does not match any outer indentation level,0,3641,utf-8,a0f13629f53e004686e2a1142e631b43fe3db1d266b2d202b8980645f99e4ce1,0,0,IndentationError,"IndentationError: unindent does not match any outer indentation level (open_and_save_command_test.py, line 55)"
control,plurai-ai/intellagent,12a5c20a4d78d308656ea9eba8c914f6a888556e,simulator/dataset/dataset_handler.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/plurai-ai_intellagent,1,1,0,2024-12,2024-12,control,SyntaxError,SyntaxError: invalid syntax,0,6587,utf-8,ff9565d95de7e208201460820e139a6a5aa5240c9898ce09d7b9489b17564238,0,0,SyntaxError,"SyntaxError: invalid syntax (dataset_handler.py, line 108)"
control,plurai-ai/intellagent,afce8f6fbed4e1bbe8573e282689cdd50785a307,simulator/dataset/dataset_handler.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/plurai-ai_intellagent,1,0,1,2024-12,2024-12,control,SyntaxError,SyntaxError: invalid syntax,0,6587,utf-8,ff9565d95de7e208201460820e139a6a5aa5240c9898ce09d7b9489b17564238,0,0,SyntaxError,"SyntaxError: invalid syntax (dataset_handler.py, line 108)"
control,qiboteam/qibojit,6431d5a0e24df9e3ae0d846c744a1f9ecdb06fa3,src/qibojit/backends/.#cpu.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/qiboteam_qibojit,1,1,0,2025-02,2025-02,control,SyntaxError,SyntaxError: invalid syntax,0,37,utf-8,42dcddd356a09d25a9a93cc236762ee528013820868cf1b54a2a189a436c38a8,0,0,SyntaxError,"SyntaxError: invalid syntax (.#cpu.py, line 1)"
control,thegreenwebfoundation/admin-portal,b3fd0f1234344a382563edc939e0f30d15c164c3,apps/accounts/admin.py,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/thegreenwebfoundation_admin-portal,2,1,1,2024-03,2024-03,control,IndentationError,IndentationError: expected an indented block after 'if' statement on line 956,0,52050,utf-8,d31a8f63b829362a38b188b44edc61f558552ebbed707bb67e8a47e5339b2e0b,0,0,IndentationError,"IndentationError: expected an indented block after 'if' statement on line 956 (admin.py, line 960)"
