repo_name,month,latest_commit
GispoCoding/qgis-venv-creator,2024-09,da97781d79749fa683611204606b94966dfbc799
GispoCoding/qgis-venv-creator,2024-10,da97781d79749fa683611204606b94966dfbc799
GispoCoding/qgis-venv-creator,2024-11,da97781d79749fa683611204606b94966dfbc799
GispoCoding/qgis-venv-creator,2024-12,da97781d79749fa683611204606b94966dfbc799
GispoCoding/qgis-venv-creator,2025-01,da97781d79749fa683611204606b94966dfbc799
GispoCoding/qgis-venv-creator,2025-02,da97781d79749fa683611204606b94966dfbc799
GispoCoding/qgis-venv-creator,2025-03,da97781d79749fa683611204606b94966dfbc799
GispoCoding/qgis-venv-creator,2025-04,da97781d79749fa683611204606b94966dfbc799
GispoCoding/qgis-venv-creator,2025-05,da97781d79749fa683611204606b94966dfbc799
GispoCoding/qgis-venv-creator,2025-06,da97781d79749fa683611204606b94966dfbc799
GispoCoding/qgis-venv-creator,2025-07,da97781d79749fa683611204606b94966dfbc799
GispoCoding/qgis-venv-creator,2025-08,da97781d79749fa683611204606b94966dfbc799
Hack-a-Day/2024-Supercon-8-Add-On-Badge,2024-09,4d2a96feb531d47bbe11bba02b77f9b9b9aadae9
Hack-a-Day/2024-Supercon-8-Add-On-Badge,2024-10,fa2d8d0fc9c69b610d8eebca14d9d54e6a23475d
Hack-a-Day/2024-Supercon-8-Add-On-Badge,2024-11,b44bb4a046a71d2d7abc0734260b4ada87c0628c
Hack-a-Day/2024-Supercon-8-Add-On-Badge,2024-12,b44bb4a046a71d2d7abc0734260b4ada87c0628c
Hack-a-Day/2024-Supercon-8-Add-On-Badge,2025-01,b44bb4a046a71d2d7abc0734260b4ada87c0628c
Hack-a-Day/2024-Supercon-8-Add-On-Badge,2025-02,b44bb4a046a71d2d7abc0734260b4ada87c0628c
Hack-a-Day/2024-Supercon-8-Add-On-Badge,2025-03,67e7825535fd093466c771318341bcd40be55e13
Hack-a-Day/2024-Supercon-8-Add-On-Badge,2025-04,67e7825535fd093466c771318341bcd40be55e13
Hack-a-Day/2024-Supercon-8-Add-On-Badge,2025-05,67e7825535fd093466c771318341bcd40be55e13
Hack-a-Day/2024-Supercon-8-Add-On-Badge,2025-06,67e7825535fd093466c771318341bcd40be55e13
Hack-a-Day/2024-Supercon-8-Add-On-Badge,2025-07,67e7825535fd093466c771318341bcd40be55e13
Hack-a-Day/2024-Supercon-8-Add-On-Badge,2025-08,67e7825535fd093466c771318341bcd40be55e13
HelpingAI/Webscout,2024-02,6d6af387dbfd19f8a70b0e0bdf956cb4bc1fc6d8
HelpingAI/Webscout,2024-03,7c52f6bfcb0d91ae93a496dc9b356de23a9e568c
HelpingAI/Webscout,2024-04,43365b64ad799c81f65d9ca8fda0fe0d95978f59
HelpingAI/Webscout,2024-05,05438617e1535333cdf976bf8843553e5b85addc
HelpingAI/Webscout,2024-06,a253e29f8b069a62ce5780563fc5285a9d150a78
HelpingAI/Webscout,2024-07,8f1fa236c636b57605c2d0bcb3e74605a6789796
HelpingAI/Webscout,2024-08,146ee41132650aac4ee6e171c7f136e47de7312f
HelpingAI/Webscout,2024-09,b2042728b5aa9a57cce3073ad525f0c796c2d62c
HelpingAI/Webscout,2024-10,84c373137c8baf7bdbc6682ca7ad4d542581a2da
HelpingAI/Webscout,2024-11,869c452971ae0632e92e356dc01ff0d495c8f215
HelpingAI/Webscout,2024-12,fb95c558e62402c5fadce0497435cbc6929a844e
HelpingAI/Webscout,2025-01,7423f6c0925f5eea34ec0895a00576c2fec0f6b3
HelpingAI/Webscout,2025-02,4c820e90fdd17cc18aede76e0648000e71ce9a4c
HelpingAI/Webscout,2025-03,0d6ff18a9799de1f2bbe637431e363e4c49006e7
HelpingAI/Webscout,2025-04,e37241c7865adb0ad181fb6a1fd42fd7d29a8572
HelpingAI/Webscout,2025-05,44f4fd7a04771e30dac59705566949b590386208
HelpingAI/Webscout,2025-06,e3ea673b30db1067ffcd26fd13362697f4ef56f7
HelpingAI/Webscout,2025-07,3c0f40c7caa64697c58cc209b70672171dd541a9
HelpingAI/Webscout,2025-08,259c469b1785b81094ce71312991307ad5c14d58
IBM/mt-rag-benchmark,2024-12,255a13a965fd931051d4067b2321cdad99ece4d2
IBM/mt-rag-benchmark,2025-01,a12e25a33a76f3461768a1ed8f0be16d8c9340a9
IBM/mt-rag-benchmark,2025-02,a12e25a33a76f3461768a1ed8f0be16d8c9340a9
IBM/mt-rag-benchmark,2025-03,a12e25a33a76f3461768a1ed8f0be16d8c9340a9
IBM/mt-rag-benchmark,2025-04,c60072e6cb1b08213c7178ef1364f9958a940e3d
IBM/mt-rag-benchmark,2025-05,c60072e6cb1b08213c7178ef1364f9958a940e3d
IBM/mt-rag-benchmark,2025-06,c60072e6cb1b08213c7178ef1364f9958a940e3d
IBM/mt-rag-benchmark,2025-07,c60072e6cb1b08213c7178ef1364f9958a940e3d
IBM/mt-rag-benchmark,2025-08,c60072e6cb1b08213c7178ef1364f9958a940e3d
ITSpecialist111/ai_automation_suggester,2024-10,6655ee3ccea170555d9d968db3a1f0c4b761bdda
ITSpecialist111/ai_automation_suggester,2024-11,f2e54127e5ea100cd7038be63b5067d7ec9e3203
ITSpecialist111/ai_automation_suggester,2024-12,a3a4bbbd2a0f8b15b360891c627b4be2cef2d0db
ITSpecialist111/ai_automation_suggester,2025-01,80e4702607a60ea1a7e99dfc49b38e2b6dcc37ed
ITSpecialist111/ai_automation_suggester,2025-02,a8af04fb1e696943110ac824705b1cc41cf677e9
ITSpecialist111/ai_automation_suggester,2025-03,5dfe854ad555719dfa71d2fecdfe403754fc9832
ITSpecialist111/ai_automation_suggester,2025-04,b2a018afeec2a56847d31897e1224b6dfccd30c7
ITSpecialist111/ai_automation_suggester,2025-05,3e11672356d188a604f807609fe99a04fb80bb7b
ITSpecialist111/ai_automation_suggester,2025-06,f680b185d5d86a7ab56291f7940d2b66541b7f58
ITSpecialist111/ai_automation_suggester,2025-07,f680b185d5d86a7ab56291f7940d2b66541b7f58
ITSpecialist111/ai_automation_suggester,2025-08,f680b185d5d86a7ab56291f7940d2b66541b7f58
Jieqianyu/SGN,2024-01,a65798174a839bde9c0d2c72dee3848a67bb05ab
Jieqianyu/SGN,2024-02,a65798174a839bde9c0d2c72dee3848a67bb05ab
Jieqianyu/SGN,2024-03,a65798174a839bde9c0d2c72dee3848a67bb05ab
Jieqianyu/SGN,2024-04,a65798174a839bde9c0d2c72dee3848a67bb05ab
Jieqianyu/SGN,2024-05,a65798174a839bde9c0d2c72dee3848a67bb05ab
Jieqianyu/SGN,2024-06,a65798174a839bde9c0d2c72dee3848a67bb05ab
Jieqianyu/SGN,2024-07,a65798174a839bde9c0d2c72dee3848a67bb05ab
Jieqianyu/SGN,2024-08,a65798174a839bde9c0d2c72dee3848a67bb05ab
Jieqianyu/SGN,2024-09,b519871f45a2751d7e9cf4798c90fbff3e410a51
Jieqianyu/SGN,2024-10,b519871f45a2751d7e9cf4798c90fbff3e410a51
Jieqianyu/SGN,2024-11,b519871f45a2751d7e9cf4798c90fbff3e410a51
Jieqianyu/SGN,2024-12,b519871f45a2751d7e9cf4798c90fbff3e410a51
Jieqianyu/SGN,2025-01,b519871f45a2751d7e9cf4798c90fbff3e410a51
Jieqianyu/SGN,2025-02,b519871f45a2751d7e9cf4798c90fbff3e410a51
Jieqianyu/SGN,2025-03,b519871f45a2751d7e9cf4798c90fbff3e410a51
Jieqianyu/SGN,2025-04,b519871f45a2751d7e9cf4798c90fbff3e410a51
Jieqianyu/SGN,2025-05,b519871f45a2751d7e9cf4798c90fbff3e410a51
Jieqianyu/SGN,2025-06,b519871f45a2751d7e9cf4798c90fbff3e410a51
Jieqianyu/SGN,2025-07,b519871f45a2751d7e9cf4798c90fbff3e410a51
Jieqianyu/SGN,2025-08,b519871f45a2751d7e9cf4798c90fbff3e410a51
JustinSparrrow/IOOI-EmotionEgg,2025-03,4593f10a974865bf903ca3576ac4b617a693978d
JustinSparrrow/IOOI-EmotionEgg,2025-04,eb145035b7c60abf42b353ccdc47a3a31a233e82
JustinSparrrow/IOOI-EmotionEgg,2025-05,eb145035b7c60abf42b353ccdc47a3a31a233e82
JustinSparrrow/IOOI-EmotionEgg,2025-06,eb145035b7c60abf42b353ccdc47a3a31a233e82
JustinSparrrow/IOOI-EmotionEgg,2025-07,eb145035b7c60abf42b353ccdc47a3a31a233e82
JustinSparrrow/IOOI-EmotionEgg,2025-08,eb145035b7c60abf42b353ccdc47a3a31a233e82
LGro/PyAPSI,2024-01,44f07dd2be7371f810474635c27c71e5baaf45ea
LGro/PyAPSI,2024-02,44f07dd2be7371f810474635c27c71e5baaf45ea
LGro/PyAPSI,2024-03,44f07dd2be7371f810474635c27c71e5baaf45ea
LGro/PyAPSI,2024-04,c9fab4a6d79da320e3f810b477284cefd1419b7e
LGro/PyAPSI,2024-05,c9fab4a6d79da320e3f810b477284cefd1419b7e
LGro/PyAPSI,2024-06,c9fab4a6d79da320e3f810b477284cefd1419b7e
LGro/PyAPSI,2024-07,c9fab4a6d79da320e3f810b477284cefd1419b7e
LGro/PyAPSI,2024-08,c9fab4a6d79da320e3f810b477284cefd1419b7e
LGro/PyAPSI,2024-09,c9fab4a6d79da320e3f810b477284cefd1419b7e
LGro/PyAPSI,2024-10,c9fab4a6d79da320e3f810b477284cefd1419b7e
LGro/PyAPSI,2024-11,c9fab4a6d79da320e3f810b477284cefd1419b7e
LGro/PyAPSI,2024-12,c9fab4a6d79da320e3f810b477284cefd1419b7e
LGro/PyAPSI,2025-01,c9fab4a6d79da320e3f810b477284cefd1419b7e
LGro/PyAPSI,2025-02,c9fab4a6d79da320e3f810b477284cefd1419b7e
LGro/PyAPSI,2025-03,c9fab4a6d79da320e3f810b477284cefd1419b7e
LGro/PyAPSI,2025-04,c9fab4a6d79da320e3f810b477284cefd1419b7e
LGro/PyAPSI,2025-05,c9fab4a6d79da320e3f810b477284cefd1419b7e
LGro/PyAPSI,2025-06,c9fab4a6d79da320e3f810b477284cefd1419b7e
LGro/PyAPSI,2025-07,c9fab4a6d79da320e3f810b477284cefd1419b7e
LGro/PyAPSI,2025-08,c9fab4a6d79da320e3f810b477284cefd1419b7e
LuneMods/KCD2-Blender-Toolkit,2025-02,9bbb606215b45b26e20f214ef65359d3a0d561f3
LuneMods/KCD2-Blender-Toolkit,2025-03,c335231561e1327a43f7aac66357232fa83ee545
LuneMods/KCD2-Blender-Toolkit,2025-04,c335231561e1327a43f7aac66357232fa83ee545
LuneMods/KCD2-Blender-Toolkit,2025-05,c335231561e1327a43f7aac66357232fa83ee545
LuneMods/KCD2-Blender-Toolkit,2025-06,c335231561e1327a43f7aac66357232fa83ee545
LuneMods/KCD2-Blender-Toolkit,2025-07,c335231561e1327a43f7aac66357232fa83ee545
LuneMods/KCD2-Blender-Toolkit,2025-08,c335231561e1327a43f7aac66357232fa83ee545
MIT-Emerging-Talent/ET6-edXtras,2025-02,ae3c1e35770536349214505cccbfba4bc11d895c
MIT-Emerging-Talent/ET6-edXtras,2025-03,4bf71d024e75d12903ebfc79157120e477643dac
MIT-Emerging-Talent/ET6-edXtras,2025-04,298895297e3070065b1d3a8f8b0ad1e0b80e2dfa
MIT-Emerging-Talent/ET6-edXtras,2025-05,298895297e3070065b1d3a8f8b0ad1e0b80e2dfa
MIT-Emerging-Talent/ET6-edXtras,2025-06,298895297e3070065b1d3a8f8b0ad1e0b80e2dfa
MIT-Emerging-Talent/ET6-edXtras,2025-07,298895297e3070065b1d3a8f8b0ad1e0b80e2dfa
MIT-Emerging-Talent/ET6-edXtras,2025-08,298895297e3070065b1d3a8f8b0ad1e0b80e2dfa
Makopolo/megascan_houdini20.0_USD_plugin,2024-04,51c95912cbed07c846baba016831fcec1978d6ce
Makopolo/megascan_houdini20.0_USD_plugin,2024-05,51c95912cbed07c846baba016831fcec1978d6ce
Makopolo/megascan_houdini20.0_USD_plugin,2024-06,9ea78b3706bd91ffc45b5d286e05d9d48caefd27
Makopolo/megascan_houdini20.0_USD_plugin,2024-07,8136e2577c68bb305b707dba182a17b247d1f842
Makopolo/megascan_houdini20.0_USD_plugin,2024-08,8136e2577c68bb305b707dba182a17b247d1f842
Makopolo/megascan_houdini20.0_USD_plugin,2024-09,8136e2577c68bb305b707dba182a17b247d1f842
Makopolo/megascan_houdini20.0_USD_plugin,2024-10,8136e2577c68bb305b707dba182a17b247d1f842
Makopolo/megascan_houdini20.0_USD_plugin,2024-11,8136e2577c68bb305b707dba182a17b247d1f842
Makopolo/megascan_houdini20.0_USD_plugin,2024-12,8136e2577c68bb305b707dba182a17b247d1f842
Makopolo/megascan_houdini20.0_USD_plugin,2025-01,8136e2577c68bb305b707dba182a17b247d1f842
Makopolo/megascan_houdini20.0_USD_plugin,2025-02,8136e2577c68bb305b707dba182a17b247d1f842
Makopolo/megascan_houdini20.0_USD_plugin,2025-03,8136e2577c68bb305b707dba182a17b247d1f842
Makopolo/megascan_houdini20.0_USD_plugin,2025-04,8136e2577c68bb305b707dba182a17b247d1f842
Makopolo/megascan_houdini20.0_USD_plugin,2025-05,8136e2577c68bb305b707dba182a17b247d1f842
Makopolo/megascan_houdini20.0_USD_plugin,2025-06,8136e2577c68bb305b707dba182a17b247d1f842
Makopolo/megascan_houdini20.0_USD_plugin,2025-07,8136e2577c68bb305b707dba182a17b247d1f842
Makopolo/megascan_houdini20.0_USD_plugin,2025-08,8136e2577c68bb305b707dba182a17b247d1f842
MalevichAI/malevich,2024-01,63716964c10436377f3ac5e6413ce729bd48fe73
MalevichAI/malevich,2024-02,8d00a09bdea9ad1093cd060c310fc3c8d88fbc93
MalevichAI/malevich,2024-03,fa65da712ea11d1a3573737dc4356ca5050928d3
MalevichAI/malevich,2024-04,64bf75a1e73d6975b39e06dcbec1c88e4e875218
MalevichAI/malevich,2024-05,f4ab75e0e691308c1dadbcec259d0e6a2b820da8
MalevichAI/malevich,2024-06,4a6051c717fabc9321c4f5abc8b9d024a4a0255d
MalevichAI/malevich,2024-07,13324dbffc516f909d4d880974c49c261f29e2ad
MalevichAI/malevich,2024-08,b14b7869cf9cf411357168cf062b5c0539aeaa2c
MalevichAI/malevich,2024-09,e5326dda025f274046cbc18492e7c358fc334c9a
MalevichAI/malevich,2024-10,c0f8f29bf6ef0806c596d44e5dc12732be371dd7
MalevichAI/malevich,2024-11,18e8b19a7506c7b51453be5726f3ad733279f7fe
MalevichAI/malevich,2024-12,18e8b19a7506c7b51453be5726f3ad733279f7fe
MalevichAI/malevich,2025-01,18e8b19a7506c7b51453be5726f3ad733279f7fe
MalevichAI/malevich,2025-02,18e8b19a7506c7b51453be5726f3ad733279f7fe
MalevichAI/malevich,2025-03,18e8b19a7506c7b51453be5726f3ad733279f7fe
MalevichAI/malevich,2025-04,18e8b19a7506c7b51453be5726f3ad733279f7fe
MalevichAI/malevich,2025-05,18e8b19a7506c7b51453be5726f3ad733279f7fe
MalevichAI/malevich,2025-06,18e8b19a7506c7b51453be5726f3ad733279f7fe
MalevichAI/malevich,2025-07,18e8b19a7506c7b51453be5726f3ad733279f7fe
MalevichAI/malevich,2025-08,18e8b19a7506c7b51453be5726f3ad733279f7fe
MingSun-Tse/LightAvatar-TensorFlow,2024-09,d2bb41c27f14024821c7819d5f958c3ee4adb9d4
MingSun-Tse/LightAvatar-TensorFlow,2024-10,19865a5adcb07c7dd9edd981ff0fe6335edaca62
MingSun-Tse/LightAvatar-TensorFlow,2024-11,3994bf5aa77460a57e943805ace5ca2d2d0b287f
MingSun-Tse/LightAvatar-TensorFlow,2024-12,3994bf5aa77460a57e943805ace5ca2d2d0b287f
MingSun-Tse/LightAvatar-TensorFlow,2025-01,3994bf5aa77460a57e943805ace5ca2d2d0b287f
MingSun-Tse/LightAvatar-TensorFlow,2025-02,3994bf5aa77460a57e943805ace5ca2d2d0b287f
MingSun-Tse/LightAvatar-TensorFlow,2025-03,3994bf5aa77460a57e943805ace5ca2d2d0b287f
MingSun-Tse/LightAvatar-TensorFlow,2025-04,3994bf5aa77460a57e943805ace5ca2d2d0b287f
MingSun-Tse/LightAvatar-TensorFlow,2025-05,3994bf5aa77460a57e943805ace5ca2d2d0b287f
MingSun-Tse/LightAvatar-TensorFlow,2025-06,3994bf5aa77460a57e943805ace5ca2d2d0b287f
MingSun-Tse/LightAvatar-TensorFlow,2025-07,3994bf5aa77460a57e943805ace5ca2d2d0b287f
MingSun-Tse/LightAvatar-TensorFlow,2025-08,3994bf5aa77460a57e943805ace5ca2d2d0b287f
MrTimonM/Arichain-Bot,2025-01,cafdbd057dca6e6a29a6079472ea502b67e6a9af
MrTimonM/Arichain-Bot,2025-02,cafdbd057dca6e6a29a6079472ea502b67e6a9af
MrTimonM/Arichain-Bot,2025-03,cafdbd057dca6e6a29a6079472ea502b67e6a9af
MrTimonM/Arichain-Bot,2025-04,cafdbd057dca6e6a29a6079472ea502b67e6a9af
MrTimonM/Arichain-Bot,2025-05,cafdbd057dca6e6a29a6079472ea502b67e6a9af
MrTimonM/Arichain-Bot,2025-06,cafdbd057dca6e6a29a6079472ea502b67e6a9af
MrTimonM/Arichain-Bot,2025-07,cafdbd057dca6e6a29a6079472ea502b67e6a9af
MrTimonM/Arichain-Bot,2025-08,cafdbd057dca6e6a29a6079472ea502b67e6a9af
NVIDIA/cuEquivariance,2024-11,f4b52be1a6b7e4666978a6a8499a21e5ee29ecd6
NVIDIA/cuEquivariance,2024-12,163f5f15fbe422cd37bf57923d89761ac8f45185
NVIDIA/cuEquivariance,2025-01,07e715cf2762e67fb2a0fbc109a5d24a94fc5117
NVIDIA/cuEquivariance,2025-02,f5a67a583e60162fb1db47d954c916c845ad4d2f
NVIDIA/cuEquivariance,2025-03,cd297d02978484ce75135f9104f0015f3f598159
NVIDIA/cuEquivariance,2025-04,63765206185021ff123b68ffaa3f37053ec68906
NVIDIA/cuEquivariance,2025-05,6a78b3f56d1ea7387465b152c12ed09e083cc4b9
NVIDIA/cuEquivariance,2025-06,9cc03d657ce7124cd7998d2c66f6901783f29979
NVIDIA/cuEquivariance,2025-07,5fbf607f5361e40352d0f9b49ed60260a48ad91c
NVIDIA/cuEquivariance,2025-08,5942dd5c8783949e83c462f012060bb767c6154e
NiceRingNode/LGGPT,2025-01,ee2d46bb8d20bd894f56c7db278640f524d8068a
NiceRingNode/LGGPT,2025-02,338bbb4dcd894e5f7111e9ea141f16d1e7af7249
NiceRingNode/LGGPT,2025-03,df47d02d98a642ad71b559b599bdae41893b248d
NiceRingNode/LGGPT,2025-04,df47d02d98a642ad71b559b599bdae41893b248d
NiceRingNode/LGGPT,2025-05,df47d02d98a642ad71b559b599bdae41893b248d
NiceRingNode/LGGPT,2025-06,16ea2d98f990a675ec0473fe5c85beeddf9552d5
NiceRingNode/LGGPT,2025-07,16ea2d98f990a675ec0473fe5c85beeddf9552d5
NiceRingNode/LGGPT,2025-08,ce5d480380c407d687cb5bab0701cb1c33fe4238
OSU-NLP-Group/HippoRAG,2024-05,9b784993c54e63a3d9610ba322a864e8bddd04a6
OSU-NLP-Group/HippoRAG,2024-06,cfbe01eef0766757a5d329216245d254d96f4ca7
OSU-NLP-Group/HippoRAG,2024-07,5ddedf0f516c7bbed777ba54da680c8bb8fb8f84
OSU-NLP-Group/HippoRAG,2024-08,5ddedf0f516c7bbed777ba54da680c8bb8fb8f84
OSU-NLP-Group/HippoRAG,2024-09,5ddedf0f516c7bbed777ba54da680c8bb8fb8f84
OSU-NLP-Group/HippoRAG,2024-10,5ddedf0f516c7bbed777ba54da680c8bb8fb8f84
OSU-NLP-Group/HippoRAG,2024-11,5ddedf0f516c7bbed777ba54da680c8bb8fb8f84
OSU-NLP-Group/HippoRAG,2024-12,5ddedf0f516c7bbed777ba54da680c8bb8fb8f84
OSU-NLP-Group/HippoRAG,2025-01,b04488d54c4c325dcbdfff6013c7e1ba117874fa
OSU-NLP-Group/HippoRAG,2025-02,7fd48f3734c664d1ec69be65413b9dde4af44bf3
OSU-NLP-Group/HippoRAG,2025-03,e455c5d67f2b3e59b7940382e5556e303cccf55b
OSU-NLP-Group/HippoRAG,2025-04,c0a8b6e27f340d7703d83c48c671d2cb5223d712
OSU-NLP-Group/HippoRAG,2025-05,19bb2e434f470440f100a1dad0341f15849641e2
OSU-NLP-Group/HippoRAG,2025-06,242abfbefa03d6fce7a5c107e10ec24f22945b1f
OSU-NLP-Group/HippoRAG,2025-07,5f7ffa7ffaf9ed2d7b963826c61edc356516bdae
OSU-NLP-Group/HippoRAG,2025-08,e0452e323bfcf5e2eb755ec45c1a597ec843a578
PennyLaneAI/catalyst,2024-01,96a8d1eb8531937461a9449da5af3354a7322675
PennyLaneAI/catalyst,2024-02,2689a354b64ab9e15859dc3155414b1e0f28b127
PennyLaneAI/catalyst,2024-03,72698d8120bd691e7c197bb7c852e1228a261db4
PennyLaneAI/catalyst,2024-04,bd4766f85314aa110a202991d38338ac969fc846
PennyLaneAI/catalyst,2024-05,de712cfd803d1a535a009a4a7edb38c898c7aa54
PennyLaneAI/catalyst,2024-06,48948061e2d6a9d4ef1fbceb9f0503d2848958fd
PennyLaneAI/catalyst,2024-07,9f8c66353f0240787a394ac725e7ffd239f5a448
PennyLaneAI/catalyst,2024-08,00e67fd1a70931be2b7175bd200269561d6ec6f7
PennyLaneAI/catalyst,2024-09,50635c76e940677a89e4055307c9eb1083a36600
PennyLaneAI/catalyst,2024-10,0e1c24d7ef626f18800978df9cd34e5177da042d
PennyLaneAI/catalyst,2024-11,61c06b1ba294325392f65f93ab7b9292e9fe1800
PennyLaneAI/catalyst,2024-12,4ab437d35491088597bb6f2e4261bab3c3cedc2b
PennyLaneAI/catalyst,2025-01,d7391b2a18820e80af59095204f668f1758e2278
PennyLaneAI/catalyst,2025-02,f4f4105451484b80b4fb3f71dc41ff395c188cce
PennyLaneAI/catalyst,2025-03,d5329df09ed618392f858c17160e1d7833a2588c
PennyLaneAI/catalyst,2025-04,6b142ed845381abc56f14054aa2abaec7e34b6c7
PennyLaneAI/catalyst,2025-05,06db0834814629bbac4bea9188101898cc4b0a91
PennyLaneAI/catalyst,2025-06,f43af48a983a734ca863a04362b99176d506bcb8
PennyLaneAI/catalyst,2025-07,4f4b01a142d5224279c4d0fcd6b944fcc80b343b
PennyLaneAI/catalyst,2025-08,0150699ff9adda89142bf65e2600619d61f6d55a
PhilNad/robot-arm-kinematic-calibration,2024-07,671867f97e17625062bf0eab24d1381369e59ea7
PhilNad/robot-arm-kinematic-calibration,2024-08,6e0292a27caedfd3a205502115d243868fafc00d
PhilNad/robot-arm-kinematic-calibration,2024-09,6e0292a27caedfd3a205502115d243868fafc00d
PhilNad/robot-arm-kinematic-calibration,2024-10,6e0292a27caedfd3a205502115d243868fafc00d
PhilNad/robot-arm-kinematic-calibration,2024-11,6e0292a27caedfd3a205502115d243868fafc00d
PhilNad/robot-arm-kinematic-calibration,2024-12,6e0292a27caedfd3a205502115d243868fafc00d
PhilNad/robot-arm-kinematic-calibration,2025-01,2ff9410285bb9cc5ae3fb2f4bfa716df4714ef82
PhilNad/robot-arm-kinematic-calibration,2025-02,2ff9410285bb9cc5ae3fb2f4bfa716df4714ef82
PhilNad/robot-arm-kinematic-calibration,2025-03,0f26b06be69ce3d41d97d259aef577831d7fc741
PhilNad/robot-arm-kinematic-calibration,2025-04,0f26b06be69ce3d41d97d259aef577831d7fc741
PhilNad/robot-arm-kinematic-calibration,2025-05,0f26b06be69ce3d41d97d259aef577831d7fc741
PhilNad/robot-arm-kinematic-calibration,2025-06,0f26b06be69ce3d41d97d259aef577831d7fc741
PhilNad/robot-arm-kinematic-calibration,2025-07,0f26b06be69ce3d41d97d259aef577831d7fc741
PhilNad/robot-arm-kinematic-calibration,2025-08,0f26b06be69ce3d41d97d259aef577831d7fc741
PiotrMachowski/Home-Assistant-custom-components-TGE,2024-08,b41e7abb05f44358d79a837ad75bd52c5111cf30
PiotrMachowski/Home-Assistant-custom-components-TGE,2024-09,b41e7abb05f44358d79a837ad75bd52c5111cf30
PiotrMachowski/Home-Assistant-custom-components-TGE,2024-10,491258091d67efcaabb8a07b243761d431720f19
PiotrMachowski/Home-Assistant-custom-components-TGE,2024-11,d4c725c5d719a446ed11b0ad1e33a6776980aa68
PiotrMachowski/Home-Assistant-custom-components-TGE,2024-12,406613917b744b0432f8fdaa6e366e1861e7b973
PiotrMachowski/Home-Assistant-custom-components-TGE,2025-01,113a30a33770fc1166a276de61a9dd6d08fcebb2
PiotrMachowski/Home-Assistant-custom-components-TGE,2025-02,113a30a33770fc1166a276de61a9dd6d08fcebb2
PiotrMachowski/Home-Assistant-custom-components-TGE,2025-03,113a30a33770fc1166a276de61a9dd6d08fcebb2
PiotrMachowski/Home-Assistant-custom-components-TGE,2025-04,2f4f5562fdac037052a12d34976b1b2bcf691a6f
PiotrMachowski/Home-Assistant-custom-components-TGE,2025-05,2f4f5562fdac037052a12d34976b1b2bcf691a6f
PiotrMachowski/Home-Assistant-custom-components-TGE,2025-06,2f4f5562fdac037052a12d34976b1b2bcf691a6f
PiotrMachowski/Home-Assistant-custom-components-TGE,2025-07,2f4f5562fdac037052a12d34976b1b2bcf691a6f
PiotrMachowski/Home-Assistant-custom-components-TGE,2025-08,b6b8f353c03bd5af9d5de6b9c78f1285a8767f45
PromtEngineer/localGPT,2024-01,1fca83aff1ebdc1ecb1fd057c7466753a7737bc6
PromtEngineer/localGPT,2024-02,e997a8a09545b655990dea641b548aeac9abcca5
PromtEngineer/localGPT,2024-03,e997a8a09545b655990dea641b548aeac9abcca5
PromtEngineer/localGPT,2024-04,e997a8a09545b655990dea641b548aeac9abcca5
PromtEngineer/localGPT,2024-05,a1dea3becb8b1ae28a87369b1636c4c4a4501c27
PromtEngineer/localGPT,2024-06,a1dea3becb8b1ae28a87369b1636c4c4a4501c27
PromtEngineer/localGPT,2024-07,a1dea3becb8b1ae28a87369b1636c4c4a4501c27
PromtEngineer/localGPT,2024-08,b4322d4805a4712033021fa2eb64c296f2c94220
PromtEngineer/localGPT,2024-09,b654a59976053b5cbb55cdc5de26058309007f3f
PromtEngineer/localGPT,2024-10,c3620d972b020cafc5fef0604566577d75894d00
PromtEngineer/localGPT,2024-11,732c57d32698901b1d64ee120b98aa2de5e2536b
PromtEngineer/localGPT,2024-12,732c57d32698901b1d64ee120b98aa2de5e2536b
PromtEngineer/localGPT,2025-01,732c57d32698901b1d64ee120b98aa2de5e2536b
PromtEngineer/localGPT,2025-02,deb7369fc37e4315d76735cafe7ddd0a509e1432
PromtEngineer/localGPT,2025-03,4e0d9e75e9340fbd9d8f7d75cfdb7c5c9fbb0df4
PromtEngineer/localGPT,2025-04,4e0d9e75e9340fbd9d8f7d75cfdb7c5c9fbb0df4
PromtEngineer/localGPT,2025-05,4e0d9e75e9340fbd9d8f7d75cfdb7c5c9fbb0df4
PromtEngineer/localGPT,2025-06,4e0d9e75e9340fbd9d8f7d75cfdb7c5c9fbb0df4
PromtEngineer/localGPT,2025-07,47e59d29fc39b495aa7c5db0bc7b24a2d50eac31
PromtEngineer/localGPT,2025-08,47e59d29fc39b495aa7c5db0bc7b24a2d50eac31
R0uter/ss.conf-for-surge,2024-01,1b34dbb5be92aeec104591dad35623b17f715ef1
R0uter/ss.conf-for-surge,2024-02,1b34dbb5be92aeec104591dad35623b17f715ef1
R0uter/ss.conf-for-surge,2024-03,1b34dbb5be92aeec104591dad35623b17f715ef1
R0uter/ss.conf-for-surge,2024-04,1b34dbb5be92aeec104591dad35623b17f715ef1
R0uter/ss.conf-for-surge,2024-05,1b34dbb5be92aeec104591dad35623b17f715ef1
R0uter/ss.conf-for-surge,2024-06,1b34dbb5be92aeec104591dad35623b17f715ef1
R0uter/ss.conf-for-surge,2024-07,d9469ef5b524d25b6a93c130fad76a5f721b8656
