pair_id,treatment_repo,control_repo,treatment_event_month,event_month,aligned_time
65,ResearchHub/researchhub-backend,jinli99/iShapEditing,2025-03,2,2025-05
65,ResearchHub/researchhub-backend,jinli99/iShapEditing,2025-03,3,2025-06
65,ResearchHub/researchhub-backend,jinli99/iShapEditing,2025-03,4,2025-07
65,ResearchHub/researchhub-backend,jinli99/iShapEditing,2025-03,5,2025-08
65,ResearchHub/researchhub-backend,jinli99/iShapEditing,2025-03,6,2025-09
66,ResearchHub/researchhub-backend,slopp/30_days_of_dagster,2025-03,-6,2024-09
66,ResearchHub/researchhub-backend,slopp/30_days_of_dagster,2025-03,-5,2024-10
66,ResearchHub/researchhub-backend,slopp/30_days_of_dagster,2025-03,-4,2024-11
66,ResearchHub/researchhub-backend,slopp/30_days_of_dagster,2025-03,-3,2024-12
66,ResearchHub/researchhub-backend,slopp/30_days_of_dagster,2025-03,-2,2025-01
66,ResearchHub/researchhub-backend,slopp/30_days_of_dagster,2025-03,-1,2025-02
66,ResearchHub/researchhub-backend,slopp/30_days_of_dagster,2025-03,0,2025-03
66,ResearchHub/researchhub-backend,slopp/30_days_of_dagster,2025-03,1,2025-04
66,ResearchHub/researchhub-backend,slopp/30_days_of_dagster,2025-03,2,2025-05
66,ResearchHub/researchhub-backend,slopp/30_days_of_dagster,2025-03,3,2025-06
66,ResearchHub/researchhub-backend,slopp/30_days_of_dagster,2025-03,4,2025-07
66,ResearchHub/researchhub-backend,slopp/30_days_of_dagster,2025-03,5,2025-08
66,ResearchHub/researchhub-backend,slopp/30_days_of_dagster,2025-03,6,2025-09
67,Scrapybara/codecapy,MrTimonM/Arichain-Bot,2025-01,-6,2024-07
67,Scrapybara/codecapy,MrTimonM/Arichain-Bot,2025-01,-5,2024-08
67,Scrapybara/codecapy,MrTimonM/Arichain-Bot,2025-01,-4,2024-09
67,Scrapybara/codecapy,MrTimonM/Arichain-Bot,2025-01,-3,2024-10
67,Scrapybara/codecapy,MrTimonM/Arichain-Bot,2025-01,-2,2024-11
67,Scrapybara/codecapy,MrTimonM/Arichain-Bot,2025-01,-1,2024-12
67,Scrapybara/codecapy,MrTimonM/Arichain-Bot,2025-01,0,2025-01
67,Scrapybara/codecapy,MrTimonM/Arichain-Bot,2025-01,1,2025-02
67,Scrapybara/codecapy,MrTimonM/Arichain-Bot,2025-01,2,2025-03
67,Scrapybara/codecapy,MrTimonM/Arichain-Bot,2025-01,3,2025-04
67,Scrapybara/codecapy,MrTimonM/Arichain-Bot,2025-01,4,2025-05
67,Scrapybara/codecapy,MrTimonM/Arichain-Bot,2025-01,5,2025-06
67,Scrapybara/codecapy,MrTimonM/Arichain-Bot,2025-01,6,2025-07
68,Scrapybara/codecapy,ali-bahrainian/RAG_best_practices,2025-01,-6,2024-07
68,Scrapybara/codecapy,ali-bahrainian/RAG_best_practices,2025-01,-5,2024-08
68,Scrapybara/codecapy,ali-bahrainian/RAG_best_practices,2025-01,-4,2024-09
68,Scrapybara/codecapy,ali-bahrainian/RAG_best_practices,2025-01,-3,2024-10
68,Scrapybara/codecapy,ali-bahrainian/RAG_best_practices,2025-01,-2,2024-11
68,Scrapybara/codecapy,ali-bahrainian/RAG_best_practices,2025-01,-1,2024-12
68,Scrapybara/codecapy,ali-bahrainian/RAG_best_practices,2025-01,0,2025-01
68,Scrapybara/codecapy,ali-bahrainian/RAG_best_practices,2025-01,1,2025-02
68,Scrapybara/codecapy,ali-bahrainian/RAG_best_practices,2025-01,2,2025-03
68,Scrapybara/codecapy,ali-bahrainian/RAG_best_practices,2025-01,3,2025-04
68,Scrapybara/codecapy,ali-bahrainian/RAG_best_practices,2025-01,4,2025-05
68,Scrapybara/codecapy,ali-bahrainian/RAG_best_practices,2025-01,5,2025-06
68,Scrapybara/codecapy,ali-bahrainian/RAG_best_practices,2025-01,6,2025-07
69,Scrapybara/codecapy,yihozhang/most-influential-pl-papers,2025-01,-6,2024-07
69,Scrapybara/codecapy,yihozhang/most-influential-pl-papers,2025-01,-5,2024-08
69,Scrapybara/codecapy,yihozhang/most-influential-pl-papers,2025-01,-4,2024-09
69,Scrapybara/codecapy,yihozhang/most-influential-pl-papers,2025-01,-3,2024-10
69,Scrapybara/codecapy,yihozhang/most-influential-pl-papers,2025-01,-2,2024-11
69,Scrapybara/codecapy,yihozhang/most-influential-pl-papers,2025-01,-1,2024-12
69,Scrapybara/codecapy,yihozhang/most-influential-pl-papers,2025-01,0,2025-01
69,Scrapybara/codecapy,yihozhang/most-influential-pl-papers,2025-01,1,2025-02
69,Scrapybara/codecapy,yihozhang/most-influential-pl-papers,2025-01,2,2025-03
69,Scrapybara/codecapy,yihozhang/most-influential-pl-papers,2025-01,3,2025-04
69,Scrapybara/codecapy,yihozhang/most-influential-pl-papers,2025-01,4,2025-05
69,Scrapybara/codecapy,yihozhang/most-influential-pl-papers,2025-01,5,2025-06
69,Scrapybara/codecapy,yihozhang/most-influential-pl-papers,2025-01,6,2025-07
70,SlyyCooper/cursorrules-architect,Event-AHU/OpenEvDET,2024-12,-6,2024-06
70,SlyyCooper/cursorrules-architect,Event-AHU/OpenEvDET,2024-12,-5,2024-07
70,SlyyCooper/cursorrules-architect,Event-AHU/OpenEvDET,2024-12,-4,2024-08
70,SlyyCooper/cursorrules-architect,Event-AHU/OpenEvDET,2024-12,-3,2024-09
70,SlyyCooper/cursorrules-architect,Event-AHU/OpenEvDET,2024-12,-2,2024-10
70,SlyyCooper/cursorrules-architect,Event-AHU/OpenEvDET,2024-12,-1,2024-11
70,SlyyCooper/cursorrules-architect,Event-AHU/OpenEvDET,2024-12,0,2024-12
70,SlyyCooper/cursorrules-architect,Event-AHU/OpenEvDET,2024-12,1,2025-01
70,SlyyCooper/cursorrules-architect,Event-AHU/OpenEvDET,2024-12,2,2025-02
70,SlyyCooper/cursorrules-architect,Event-AHU/OpenEvDET,2024-12,3,2025-03
70,SlyyCooper/cursorrules-architect,Event-AHU/OpenEvDET,2024-12,4,2025-04
70,SlyyCooper/cursorrules-architect,Event-AHU/OpenEvDET,2024-12,5,2025-05
70,SlyyCooper/cursorrules-architect,Event-AHU/OpenEvDET,2024-12,6,2025-06
71,SlyyCooper/cursorrules-architect,RobinWu218/ToST,2024-12,-6,2024-06
71,SlyyCooper/cursorrules-architect,RobinWu218/ToST,2024-12,-5,2024-07
71,SlyyCooper/cursorrules-architect,RobinWu218/ToST,2024-12,-4,2024-08
71,SlyyCooper/cursorrules-architect,RobinWu218/ToST,2024-12,-3,2024-09
71,SlyyCooper/cursorrules-architect,RobinWu218/ToST,2024-12,-2,2024-10
71,SlyyCooper/cursorrules-architect,RobinWu218/ToST,2024-12,-1,2024-11
71,SlyyCooper/cursorrules-architect,RobinWu218/ToST,2024-12,0,2024-12
71,SlyyCooper/cursorrules-architect,RobinWu218/ToST,2024-12,1,2025-01
71,SlyyCooper/cursorrules-architect,RobinWu218/ToST,2024-12,2,2025-02
71,SlyyCooper/cursorrules-architect,RobinWu218/ToST,2024-12,3,2025-03
71,SlyyCooper/cursorrules-architect,RobinWu218/ToST,2024-12,4,2025-04
71,SlyyCooper/cursorrules-architect,RobinWu218/ToST,2024-12,5,2025-05
71,SlyyCooper/cursorrules-architect,RobinWu218/ToST,2024-12,6,2025-06
72,SlyyCooper/cursorrules-architect,vonssy/BlockBitsApp-BOT,2024-12,-6,2024-06
72,SlyyCooper/cursorrules-architect,vonssy/BlockBitsApp-BOT,2024-12,-5,2024-07
72,SlyyCooper/cursorrules-architect,vonssy/BlockBitsApp-BOT,2024-12,-4,2024-08
72,SlyyCooper/cursorrules-architect,vonssy/BlockBitsApp-BOT,2024-12,-3,2024-09
72,SlyyCooper/cursorrules-architect,vonssy/BlockBitsApp-BOT,2024-12,-2,2024-10
72,SlyyCooper/cursorrules-architect,vonssy/BlockBitsApp-BOT,2024-12,-1,2024-11
72,SlyyCooper/cursorrules-architect,vonssy/BlockBitsApp-BOT,2024-12,0,2024-12
72,SlyyCooper/cursorrules-architect,vonssy/BlockBitsApp-BOT,2024-12,1,2025-01
72,SlyyCooper/cursorrules-architect,vonssy/BlockBitsApp-BOT,2024-12,2,2025-02
72,SlyyCooper/cursorrules-architect,vonssy/BlockBitsApp-BOT,2024-12,3,2025-03
72,SlyyCooper/cursorrules-architect,vonssy/BlockBitsApp-BOT,2024-12,4,2025-04
72,SlyyCooper/cursorrules-architect,vonssy/BlockBitsApp-BOT,2024-12,5,2025-05
72,SlyyCooper/cursorrules-architect,vonssy/BlockBitsApp-BOT,2024-12,6,2025-06
73,TextGeneratorio/text-generator.io,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,2025-03,-6,2024-09
73,TextGeneratorio/text-generator.io,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,2025-03,-5,2024-10
73,TextGeneratorio/text-generator.io,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,2025-03,-4,2024-11
73,TextGeneratorio/text-generator.io,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,2025-03,-3,2024-12
73,TextGeneratorio/text-generator.io,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,2025-03,-2,2025-01
73,TextGeneratorio/text-generator.io,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,2025-03,-1,2025-02
73,TextGeneratorio/text-generator.io,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,2025-03,0,2025-03
73,TextGeneratorio/text-generator.io,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,2025-03,1,2025-04
73,TextGeneratorio/text-generator.io,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,2025-03,2,2025-05
73,TextGeneratorio/text-generator.io,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,2025-03,3,2025-06
73,TextGeneratorio/text-generator.io,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,2025-03,4,2025-07
73,TextGeneratorio/text-generator.io,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,2025-03,5,2025-08
73,TextGeneratorio/text-generator.io,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,2025-03,6,2025-09
74,TextGeneratorio/text-generator.io,saucer-man/qq_msg_decode,2025-03,-6,2024-09
74,TextGeneratorio/text-generator.io,saucer-man/qq_msg_decode,2025-03,-5,2024-10
74,TextGeneratorio/text-generator.io,saucer-man/qq_msg_decode,2025-03,-4,2024-11
74,TextGeneratorio/text-generator.io,saucer-man/qq_msg_decode,2025-03,-3,2024-12
74,TextGeneratorio/text-generator.io,saucer-man/qq_msg_decode,2025-03,-2,2025-01
74,TextGeneratorio/text-generator.io,saucer-man/qq_msg_decode,2025-03,-1,2025-02
74,TextGeneratorio/text-generator.io,saucer-man/qq_msg_decode,2025-03,0,2025-03
74,TextGeneratorio/text-generator.io,saucer-man/qq_msg_decode,2025-03,1,2025-04
74,TextGeneratorio/text-generator.io,saucer-man/qq_msg_decode,2025-03,2,2025-05
74,TextGeneratorio/text-generator.io,saucer-man/qq_msg_decode,2025-03,3,2025-06
74,TextGeneratorio/text-generator.io,saucer-man/qq_msg_decode,2025-03,4,2025-07
74,TextGeneratorio/text-generator.io,saucer-man/qq_msg_decode,2025-03,5,2025-08
74,TextGeneratorio/text-generator.io,saucer-man/qq_msg_decode,2025-03,6,2025-09
75,TextGeneratorio/text-generator.io,weaviate/t2v-transformers-models,2025-03,-6,2024-09
75,TextGeneratorio/text-generator.io,weaviate/t2v-transformers-models,2025-03,-5,2024-10
75,TextGeneratorio/text-generator.io,weaviate/t2v-transformers-models,2025-03,-4,2024-11
75,TextGeneratorio/text-generator.io,weaviate/t2v-transformers-models,2025-03,-3,2024-12
75,TextGeneratorio/text-generator.io,weaviate/t2v-transformers-models,2025-03,-2,2025-01
75,TextGeneratorio/text-generator.io,weaviate/t2v-transformers-models,2025-03,-1,2025-02
75,TextGeneratorio/text-generator.io,weaviate/t2v-transformers-models,2025-03,0,2025-03
75,TextGeneratorio/text-generator.io,weaviate/t2v-transformers-models,2025-03,1,2025-04
75,TextGeneratorio/text-generator.io,weaviate/t2v-transformers-models,2025-03,2,2025-05
75,TextGeneratorio/text-generator.io,weaviate/t2v-transformers-models,2025-03,3,2025-06
75,TextGeneratorio/text-generator.io,weaviate/t2v-transformers-models,2025-03,4,2025-07
75,TextGeneratorio/text-generator.io,weaviate/t2v-transformers-models,2025-03,5,2025-08
75,TextGeneratorio/text-generator.io,weaviate/t2v-transformers-models,2025-03,6,2025-09
76,The-Pocket/PocketFlow,LuneMods/KCD2-Blender-Toolkit,2025-02,-6,2024-08
76,The-Pocket/PocketFlow,LuneMods/KCD2-Blender-Toolkit,2025-02,-5,2024-09
76,The-Pocket/PocketFlow,LuneMods/KCD2-Blender-Toolkit,2025-02,-4,2024-10
76,The-Pocket/PocketFlow,LuneMods/KCD2-Blender-Toolkit,2025-02,-3,2024-11
76,The-Pocket/PocketFlow,LuneMods/KCD2-Blender-Toolkit,2025-02,-2,2024-12
76,The-Pocket/PocketFlow,LuneMods/KCD2-Blender-Toolkit,2025-02,-1,2025-01
76,The-Pocket/PocketFlow,LuneMods/KCD2-Blender-Toolkit,2025-02,0,2025-02
76,The-Pocket/PocketFlow,LuneMods/KCD2-Blender-Toolkit,2025-02,1,2025-03
76,The-Pocket/PocketFlow,LuneMods/KCD2-Blender-Toolkit,2025-02,2,2025-04
76,The-Pocket/PocketFlow,LuneMods/KCD2-Blender-Toolkit,2025-02,3,2025-05
76,The-Pocket/PocketFlow,LuneMods/KCD2-Blender-Toolkit,2025-02,4,2025-06
76,The-Pocket/PocketFlow,LuneMods/KCD2-Blender-Toolkit,2025-02,5,2025-07
76,The-Pocket/PocketFlow,LuneMods/KCD2-Blender-Toolkit,2025-02,6,2025-08
77,The-Pocket/PocketFlow,MIT-Emerging-Talent/ET6-edXtras,2025-02,-6,2024-08
77,The-Pocket/PocketFlow,MIT-Emerging-Talent/ET6-edXtras,2025-02,-5,2024-09
77,The-Pocket/PocketFlow,MIT-Emerging-Talent/ET6-edXtras,2025-02,-4,2024-10
77,The-Pocket/PocketFlow,MIT-Emerging-Talent/ET6-edXtras,2025-02,-3,2024-11
77,The-Pocket/PocketFlow,MIT-Emerging-Talent/ET6-edXtras,2025-02,-2,2024-12
77,The-Pocket/PocketFlow,MIT-Emerging-Talent/ET6-edXtras,2025-02,-1,2025-01
77,The-Pocket/PocketFlow,MIT-Emerging-Talent/ET6-edXtras,2025-02,0,2025-02
77,The-Pocket/PocketFlow,MIT-Emerging-Talent/ET6-edXtras,2025-02,1,2025-03
77,The-Pocket/PocketFlow,MIT-Emerging-Talent/ET6-edXtras,2025-02,2,2025-04
77,The-Pocket/PocketFlow,MIT-Emerging-Talent/ET6-edXtras,2025-02,3,2025-05
77,The-Pocket/PocketFlow,MIT-Emerging-Talent/ET6-edXtras,2025-02,4,2025-06
77,The-Pocket/PocketFlow,MIT-Emerging-Talent/ET6-edXtras,2025-02,5,2025-07
77,The-Pocket/PocketFlow,MIT-Emerging-Talent/ET6-edXtras,2025-02,6,2025-08
78,The-Pocket/PocketFlow,ninareyes1/Simple-Digital-Clock,2025-02,-6,2024-08
78,The-Pocket/PocketFlow,ninareyes1/Simple-Digital-Clock,2025-02,-5,2024-09
78,The-Pocket/PocketFlow,ninareyes1/Simple-Digital-Clock,2025-02,-4,2024-10
78,The-Pocket/PocketFlow,ninareyes1/Simple-Digital-Clock,2025-02,-3,2024-11
78,The-Pocket/PocketFlow,ninareyes1/Simple-Digital-Clock,2025-02,-2,2024-12
78,The-Pocket/PocketFlow,ninareyes1/Simple-Digital-Clock,2025-02,-1,2025-01
78,The-Pocket/PocketFlow,ninareyes1/Simple-Digital-Clock,2025-02,0,2025-02
78,The-Pocket/PocketFlow,ninareyes1/Simple-Digital-Clock,2025-02,1,2025-03
78,The-Pocket/PocketFlow,ninareyes1/Simple-Digital-Clock,2025-02,2,2025-04
78,The-Pocket/PocketFlow,ninareyes1/Simple-Digital-Clock,2025-02,3,2025-05
78,The-Pocket/PocketFlow,ninareyes1/Simple-Digital-Clock,2025-02,4,2025-06
78,The-Pocket/PocketFlow,ninareyes1/Simple-Digital-Clock,2025-02,5,2025-07
78,The-Pocket/PocketFlow,ninareyes1/Simple-Digital-Clock,2025-02,6,2025-08
79,The-Pocket/PocketFlow-Template-Python,LuneMods/KCD2-Blender-Toolkit,2025-02,-6,2024-08
79,The-Pocket/PocketFlow-Template-Python,LuneMods/KCD2-Blender-Toolkit,2025-02,-5,2024-09
79,The-Pocket/PocketFlow-Template-Python,LuneMods/KCD2-Blender-Toolkit,2025-02,-4,2024-10
79,The-Pocket/PocketFlow-Template-Python,LuneMods/KCD2-Blender-Toolkit,2025-02,-3,2024-11
79,The-Pocket/PocketFlow-Template-Python,LuneMods/KCD2-Blender-Toolkit,2025-02,-2,2024-12
79,The-Pocket/PocketFlow-Template-Python,LuneMods/KCD2-Blender-Toolkit,2025-02,-1,2025-01
79,The-Pocket/PocketFlow-Template-Python,LuneMods/KCD2-Blender-Toolkit,2025-02,0,2025-02
79,The-Pocket/PocketFlow-Template-Python,LuneMods/KCD2-Blender-Toolkit,2025-02,1,2025-03
79,The-Pocket/PocketFlow-Template-Python,LuneMods/KCD2-Blender-Toolkit,2025-02,2,2025-04
79,The-Pocket/PocketFlow-Template-Python,LuneMods/KCD2-Blender-Toolkit,2025-02,3,2025-05
79,The-Pocket/PocketFlow-Template-Python,LuneMods/KCD2-Blender-Toolkit,2025-02,4,2025-06
79,The-Pocket/PocketFlow-Template-Python,LuneMods/KCD2-Blender-Toolkit,2025-02,5,2025-07
79,The-Pocket/PocketFlow-Template-Python,LuneMods/KCD2-Blender-Toolkit,2025-02,6,2025-08
80,The-Pocket/PocketFlow-Template-Python,MIT-Emerging-Talent/ET6-edXtras,2025-02,-6,2024-08
80,The-Pocket/PocketFlow-Template-Python,MIT-Emerging-Talent/ET6-edXtras,2025-02,-5,2024-09
80,The-Pocket/PocketFlow-Template-Python,MIT-Emerging-Talent/ET6-edXtras,2025-02,-4,2024-10
80,The-Pocket/PocketFlow-Template-Python,MIT-Emerging-Talent/ET6-edXtras,2025-02,-3,2024-11
80,The-Pocket/PocketFlow-Template-Python,MIT-Emerging-Talent/ET6-edXtras,2025-02,-2,2024-12
80,The-Pocket/PocketFlow-Template-Python,MIT-Emerging-Talent/ET6-edXtras,2025-02,-1,2025-01
80,The-Pocket/PocketFlow-Template-Python,MIT-Emerging-Talent/ET6-edXtras,2025-02,0,2025-02
80,The-Pocket/PocketFlow-Template-Python,MIT-Emerging-Talent/ET6-edXtras,2025-02,1,2025-03
80,The-Pocket/PocketFlow-Template-Python,MIT-Emerging-Talent/ET6-edXtras,2025-02,2,2025-04
80,The-Pocket/PocketFlow-Template-Python,MIT-Emerging-Talent/ET6-edXtras,2025-02,3,2025-05
80,The-Pocket/PocketFlow-Template-Python,MIT-Emerging-Talent/ET6-edXtras,2025-02,4,2025-06
80,The-Pocket/PocketFlow-Template-Python,MIT-Emerging-Talent/ET6-edXtras,2025-02,5,2025-07
80,The-Pocket/PocketFlow-Template-Python,MIT-Emerging-Talent/ET6-edXtras,2025-02,6,2025-08
81,The-Pocket/PocketFlow-Template-Python,ninareyes1/Simple-Digital-Clock,2025-02,-6,2024-08
81,The-Pocket/PocketFlow-Template-Python,ninareyes1/Simple-Digital-Clock,2025-02,-5,2024-09
81,The-Pocket/PocketFlow-Template-Python,ninareyes1/Simple-Digital-Clock,2025-02,-4,2024-10
81,The-Pocket/PocketFlow-Template-Python,ninareyes1/Simple-Digital-Clock,2025-02,-3,2024-11
81,The-Pocket/PocketFlow-Template-Python,ninareyes1/Simple-Digital-Clock,2025-02,-2,2024-12
81,The-Pocket/PocketFlow-Template-Python,ninareyes1/Simple-Digital-Clock,2025-02,-1,2025-01
81,The-Pocket/PocketFlow-Template-Python,ninareyes1/Simple-Digital-Clock,2025-02,0,2025-02
81,The-Pocket/PocketFlow-Template-Python,ninareyes1/Simple-Digital-Clock,2025-02,1,2025-03
81,The-Pocket/PocketFlow-Template-Python,ninareyes1/Simple-Digital-Clock,2025-02,2,2025-04
81,The-Pocket/PocketFlow-Template-Python,ninareyes1/Simple-Digital-Clock,2025-02,3,2025-05
81,The-Pocket/PocketFlow-Template-Python,ninareyes1/Simple-Digital-Clock,2025-02,4,2025-06
81,The-Pocket/PocketFlow-Template-Python,ninareyes1/Simple-Digital-Clock,2025-02,5,2025-07
81,The-Pocket/PocketFlow-Template-Python,ninareyes1/Simple-Digital-Clock,2025-02,6,2025-08
82,The-Pocket/Tutorial-AI-Paul-Graham,aws/nova-act,2025-03,-6,2024-09
82,The-Pocket/Tutorial-AI-Paul-Graham,aws/nova-act,2025-03,-5,2024-10
82,The-Pocket/Tutorial-AI-Paul-Graham,aws/nova-act,2025-03,-4,2024-11
82,The-Pocket/Tutorial-AI-Paul-Graham,aws/nova-act,2025-03,-3,2024-12
82,The-Pocket/Tutorial-AI-Paul-Graham,aws/nova-act,2025-03,-2,2025-01
82,The-Pocket/Tutorial-AI-Paul-Graham,aws/nova-act,2025-03,-1,2025-02
82,The-Pocket/Tutorial-AI-Paul-Graham,aws/nova-act,2025-03,0,2025-03
82,The-Pocket/Tutorial-AI-Paul-Graham,aws/nova-act,2025-03,1,2025-04
82,The-Pocket/Tutorial-AI-Paul-Graham,aws/nova-act,2025-03,2,2025-05
82,The-Pocket/Tutorial-AI-Paul-Graham,aws/nova-act,2025-03,3,2025-06
82,The-Pocket/Tutorial-AI-Paul-Graham,aws/nova-act,2025-03,4,2025-07
82,The-Pocket/Tutorial-AI-Paul-Graham,aws/nova-act,2025-03,5,2025-08
82,The-Pocket/Tutorial-AI-Paul-Graham,aws/nova-act,2025-03,6,2025-09
83,The-Pocket/Tutorial-AI-Paul-Graham,cyb3rfortr3ss/ByDeF,2025-03,-6,2024-09
83,The-Pocket/Tutorial-AI-Paul-Graham,cyb3rfortr3ss/ByDeF,2025-03,-5,2024-10
83,The-Pocket/Tutorial-AI-Paul-Graham,cyb3rfortr3ss/ByDeF,2025-03,-4,2024-11
83,The-Pocket/Tutorial-AI-Paul-Graham,cyb3rfortr3ss/ByDeF,2025-03,-3,2024-12
83,The-Pocket/Tutorial-AI-Paul-Graham,cyb3rfortr3ss/ByDeF,2025-03,-2,2025-01
83,The-Pocket/Tutorial-AI-Paul-Graham,cyb3rfortr3ss/ByDeF,2025-03,-1,2025-02
83,The-Pocket/Tutorial-AI-Paul-Graham,cyb3rfortr3ss/ByDeF,2025-03,0,2025-03
83,The-Pocket/Tutorial-AI-Paul-Graham,cyb3rfortr3ss/ByDeF,2025-03,1,2025-04
83,The-Pocket/Tutorial-AI-Paul-Graham,cyb3rfortr3ss/ByDeF,2025-03,2,2025-05
83,The-Pocket/Tutorial-AI-Paul-Graham,cyb3rfortr3ss/ByDeF,2025-03,3,2025-06
83,The-Pocket/Tutorial-AI-Paul-Graham,cyb3rfortr3ss/ByDeF,2025-03,4,2025-07
83,The-Pocket/Tutorial-AI-Paul-Graham,cyb3rfortr3ss/ByDeF,2025-03,5,2025-08
83,The-Pocket/Tutorial-AI-Paul-Graham,cyb3rfortr3ss/ByDeF,2025-03,6,2025-09
84,The-Pocket/Tutorial-AI-Paul-Graham,vonssy/DreamerQuests-BOT,2025-03,-6,2024-09
84,The-Pocket/Tutorial-AI-Paul-Graham,vonssy/DreamerQuests-BOT,2025-03,-5,2024-10
84,The-Pocket/Tutorial-AI-Paul-Graham,vonssy/DreamerQuests-BOT,2025-03,-4,2024-11
84,The-Pocket/Tutorial-AI-Paul-Graham,vonssy/DreamerQuests-BOT,2025-03,-3,2024-12
84,The-Pocket/Tutorial-AI-Paul-Graham,vonssy/DreamerQuests-BOT,2025-03,-2,2025-01
84,The-Pocket/Tutorial-AI-Paul-Graham,vonssy/DreamerQuests-BOT,2025-03,-1,2025-02
84,The-Pocket/Tutorial-AI-Paul-Graham,vonssy/DreamerQuests-BOT,2025-03,0,2025-03
84,The-Pocket/Tutorial-AI-Paul-Graham,vonssy/DreamerQuests-BOT,2025-03,1,2025-04
84,The-Pocket/Tutorial-AI-Paul-Graham,vonssy/DreamerQuests-BOT,2025-03,2,2025-05
84,The-Pocket/Tutorial-AI-Paul-Graham,vonssy/DreamerQuests-BOT,2025-03,3,2025-06
84,The-Pocket/Tutorial-AI-Paul-Graham,vonssy/DreamerQuests-BOT,2025-03,4,2025-07
84,The-Pocket/Tutorial-AI-Paul-Graham,vonssy/DreamerQuests-BOT,2025-03,5,2025-08
84,The-Pocket/Tutorial-AI-Paul-Graham,vonssy/DreamerQuests-BOT,2025-03,6,2025-09
85,The-Pocket/Tutorial-Cold-Email-Personalization,aws/nova-act,2025-03,-6,2024-09
85,The-Pocket/Tutorial-Cold-Email-Personalization,aws/nova-act,2025-03,-5,2024-10
85,The-Pocket/Tutorial-Cold-Email-Personalization,aws/nova-act,2025-03,-4,2024-11
85,The-Pocket/Tutorial-Cold-Email-Personalization,aws/nova-act,2025-03,-3,2024-12
85,The-Pocket/Tutorial-Cold-Email-Personalization,aws/nova-act,2025-03,-2,2025-01
85,The-Pocket/Tutorial-Cold-Email-Personalization,aws/nova-act,2025-03,-1,2025-02
85,The-Pocket/Tutorial-Cold-Email-Personalization,aws/nova-act,2025-03,0,2025-03
85,The-Pocket/Tutorial-Cold-Email-Personalization,aws/nova-act,2025-03,1,2025-04
85,The-Pocket/Tutorial-Cold-Email-Personalization,aws/nova-act,2025-03,2,2025-05
85,The-Pocket/Tutorial-Cold-Email-Personalization,aws/nova-act,2025-03,3,2025-06
85,The-Pocket/Tutorial-Cold-Email-Personalization,aws/nova-act,2025-03,4,2025-07
85,The-Pocket/Tutorial-Cold-Email-Personalization,aws/nova-act,2025-03,5,2025-08
85,The-Pocket/Tutorial-Cold-Email-Personalization,aws/nova-act,2025-03,6,2025-09
86,The-Pocket/Tutorial-Cold-Email-Personalization,cyb3rfortr3ss/ByDeF,2025-03,-6,2024-09
86,The-Pocket/Tutorial-Cold-Email-Personalization,cyb3rfortr3ss/ByDeF,2025-03,-5,2024-10
86,The-Pocket/Tutorial-Cold-Email-Personalization,cyb3rfortr3ss/ByDeF,2025-03,-4,2024-11
86,The-Pocket/Tutorial-Cold-Email-Personalization,cyb3rfortr3ss/ByDeF,2025-03,-3,2024-12
86,The-Pocket/Tutorial-Cold-Email-Personalization,cyb3rfortr3ss/ByDeF,2025-03,-2,2025-01
86,The-Pocket/Tutorial-Cold-Email-Personalization,cyb3rfortr3ss/ByDeF,2025-03,-1,2025-02
86,The-Pocket/Tutorial-Cold-Email-Personalization,cyb3rfortr3ss/ByDeF,2025-03,0,2025-03
86,The-Pocket/Tutorial-Cold-Email-Personalization,cyb3rfortr3ss/ByDeF,2025-03,1,2025-04
86,The-Pocket/Tutorial-Cold-Email-Personalization,cyb3rfortr3ss/ByDeF,2025-03,2,2025-05
86,The-Pocket/Tutorial-Cold-Email-Personalization,cyb3rfortr3ss/ByDeF,2025-03,3,2025-06
86,The-Pocket/Tutorial-Cold-Email-Personalization,cyb3rfortr3ss/ByDeF,2025-03,4,2025-07
86,The-Pocket/Tutorial-Cold-Email-Personalization,cyb3rfortr3ss/ByDeF,2025-03,5,2025-08
86,The-Pocket/Tutorial-Cold-Email-Personalization,cyb3rfortr3ss/ByDeF,2025-03,6,2025-09
87,The-Pocket/Tutorial-Cold-Email-Personalization,vonssy/DreamerQuests-BOT,2025-03,-6,2024-09
87,The-Pocket/Tutorial-Cold-Email-Personalization,vonssy/DreamerQuests-BOT,2025-03,-5,2024-10
87,The-Pocket/Tutorial-Cold-Email-Personalization,vonssy/DreamerQuests-BOT,2025-03,-4,2024-11
87,The-Pocket/Tutorial-Cold-Email-Personalization,vonssy/DreamerQuests-BOT,2025-03,-3,2024-12
