treatment_repo,treatment_month,event_month,time_to_event,in_event_window,treatment_python_eligible,treatment_scan_status,control_rank,control_repo,pair_status,control_clone_found,control_slot_status,control_slot_usable,eligibility_lookup,selected_eligibility_month,selected_snapshot_observed_month,selected_snapshot_commit,selected_commit_resolution,selected_scan_status,selected_python_eligible,asof_row_gap_months,snapshot_age_months,selected_months_since_observed_commit,selected_error_message,pair_status_overridden_by_history
SlyyCooper/cursorrules-architect,2024-12,2024-12,0.0,1,1,success_python,1,Event-AHU/OpenEvDET,aligned,1,no_python,0,exact_month,2024-12,2024-12,7bee63b33fe810ff1c51382f567cfa9fb7b1a745,observed,success_no_python,0,0,0,0,,0
SlyyCooper/cursorrules-architect,2024-12,2024-12,0.0,1,1,success_python,2,RobinWu218/ToST,aligned,1,no_python,0,exact_month,2024-12,2024-12,aa501aac276809d30d749b54dc299abef6267d23,observed,success_no_python,0,0,0,0,,0
SlyyCooper/cursorrules-architect,2024-12,2024-12,0.0,1,1,success_python,3,vonssy/BlockBitsApp-BOT,aligned,1,python_eligible,1,exact_month,2024-12,2024-12,d0ef1f6adb1edcfd79b860b935f890eea804ad79,observed,success_python,1,0,0,0,,0
SlyyCooper/cursorrules-architect,2025-01,2024-12,1.0,1,1,success_python,1,Event-AHU/OpenEvDET,aligned,1,no_python,0,exact_month,2025-01,2025-01,bd38079458e2d14cce522f1135b3fde0066ab432,observed,success_no_python,0,0,0,0,,0
SlyyCooper/cursorrules-architect,2025-01,2024-12,1.0,1,1,success_python,2,RobinWu218/ToST,aligned,1,no_python,0,exact_month,2025-01,2025-01,556d812dc1fe318dc5d75c0aa689e532a66240fe,observed,success_no_python,0,0,0,0,,0
SlyyCooper/cursorrules-architect,2025-01,2024-12,1.0,1,1,success_python,3,vonssy/BlockBitsApp-BOT,aligned,1,python_eligible,1,prior_asof,2024-12,2024-12,d0ef1f6adb1edcfd79b860b935f890eea804ad79,observed,success_python,1,1,1,0,,0
SlyyCooper/cursorrules-architect,2025-02,2024-12,2.0,1,1,success_python,1,Event-AHU/OpenEvDET,aligned,1,python_eligible,1,exact_month,2025-02,2025-02,dfc518d6227f891592be57dc9f0bdfccdbc1fc2a,observed,success_python,1,0,0,0,,0
SlyyCooper/cursorrules-architect,2025-02,2024-12,2.0,1,1,success_python,2,RobinWu218/ToST,aligned,1,python_eligible,1,exact_month,2025-02,2025-02,071ea98ffc84b4e4eb4f0c1167eae90b2bd11dd9,observed,success_python,1,0,0,0,,0
SlyyCooper/cursorrules-architect,2025-02,2024-12,2.0,1,1,success_python,3,vonssy/BlockBitsApp-BOT,aligned,1,python_eligible,1,prior_asof,2024-12,2024-12,d0ef1f6adb1edcfd79b860b935f890eea804ad79,observed,success_python,1,2,2,0,,0
SlyyCooper/cursorrules-architect,2025-03,2024-12,3.0,1,1,success_python,1,Event-AHU/OpenEvDET,aligned,1,python_eligible,1,exact_month,2025-03,2025-03,a9dff9f1f657e3218e08ef2de59d3b0049764adc,observed,success_python,1,0,0,0,,0
SlyyCooper/cursorrules-architect,2025-03,2024-12,3.0,1,1,success_python,2,RobinWu218/ToST,aligned,1,python_eligible,1,prior_asof,2025-02,2025-02,071ea98ffc84b4e4eb4f0c1167eae90b2bd11dd9,observed,success_python,1,1,1,0,,0
SlyyCooper/cursorrules-architect,2025-03,2024-12,3.0,1,1,success_python,3,vonssy/BlockBitsApp-BOT,aligned,1,python_eligible,1,prior_asof,2024-12,2024-12,d0ef1f6adb1edcfd79b860b935f890eea804ad79,observed,success_python,1,3,3,0,,0
SlyyCooper/cursorrules-architect,2025-04,2024-12,4.0,1,1,success_python,1,Event-AHU/OpenEvDET,aligned,1,python_eligible,1,exact_month,2025-04,2025-04,43a3a8aa71be7b2caad23f0b2e75ecdb43f38763,observed,success_python,1,0,0,0,,0
SlyyCooper/cursorrules-architect,2025-04,2024-12,4.0,1,1,success_python,2,RobinWu218/ToST,aligned,1,python_eligible,1,prior_asof,2025-02,2025-02,071ea98ffc84b4e4eb4f0c1167eae90b2bd11dd9,observed,success_python,1,2,2,0,,0
SlyyCooper/cursorrules-architect,2025-04,2024-12,4.0,1,1,success_python,3,vonssy/BlockBitsApp-BOT,aligned,1,python_eligible,1,prior_asof,2024-12,2024-12,d0ef1f6adb1edcfd79b860b935f890eea804ad79,observed,success_python,1,4,4,0,,0
TextGeneratorio/text-generator.io,2024-01,2025-03,-14.0,0,1,success_python,1,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,aligned,1,python_eligible,1,exact_month,2024-01,2023-07,5221bbfc995e48829975b34634f55d0e5936e59a,carried_forward,success_python,1,0,6,6,,0
TextGeneratorio/text-generator.io,2024-01,2025-03,-14.0,0,1,success_python,2,weaviate/t2v-transformers-models,aligned,1,python_eligible,1,exact_month,2024-01,2024-01,55f01cdbeb2f958a7419b3504c08501056daffea,observed,success_python,1,0,0,0,,0
TextGeneratorio/text-generator.io,2024-01,2025-03,-14.0,0,1,success_python,3,saucer-man/qq_msg_decode,aligned,1,python_eligible,1,exact_month,2024-01,2023-12,ee62f41bac5b3ff4550250ef11bd186f3ee7a4be,carried_forward,success_python,1,0,1,1,,0
TextGeneratorio/text-generator.io,2024-02,2025-03,-13.0,0,1,success_python,1,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,aligned,1,python_eligible,1,exact_month,2024-02,2023-07,5221bbfc995e48829975b34634f55d0e5936e59a,carried_forward,success_python,1,0,7,7,,0
TextGeneratorio/text-generator.io,2024-02,2025-03,-13.0,0,1,success_python,2,weaviate/t2v-transformers-models,aligned,1,python_eligible,1,exact_month,2024-02,2024-01,55f01cdbeb2f958a7419b3504c08501056daffea,carried_forward,success_python,1,0,1,1,,0
TextGeneratorio/text-generator.io,2024-02,2025-03,-13.0,0,1,success_python,3,saucer-man/qq_msg_decode,aligned,1,python_eligible,1,exact_month,2024-02,2023-12,ee62f41bac5b3ff4550250ef11bd186f3ee7a4be,carried_forward,success_python,1,0,2,2,,0
TextGeneratorio/text-generator.io,2024-03,2025-03,-12.0,0,1,success_python,1,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,aligned,1,python_eligible,1,exact_month,2024-03,2023-07,5221bbfc995e48829975b34634f55d0e5936e59a,carried_forward,success_python,1,0,8,8,,0
TextGeneratorio/text-generator.io,2024-03,2025-03,-12.0,0,1,success_python,2,weaviate/t2v-transformers-models,aligned,1,python_eligible,1,exact_month,2024-03,2024-03,589e07e12e4ac71e2db773f6ebad61d534138c60,observed,success_python,1,0,0,0,,0
TextGeneratorio/text-generator.io,2024-03,2025-03,-12.0,0,1,success_python,3,saucer-man/qq_msg_decode,aligned,1,python_eligible,1,exact_month,2024-03,2023-12,ee62f41bac5b3ff4550250ef11bd186f3ee7a4be,carried_forward,success_python,1,0,3,3,,0
TextGeneratorio/text-generator.io,2024-04,2025-03,-11.0,0,1,success_python,1,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,aligned,1,python_eligible,1,exact_month,2024-04,2023-07,5221bbfc995e48829975b34634f55d0e5936e59a,carried_forward,success_python,1,0,9,9,,0
TextGeneratorio/text-generator.io,2024-04,2025-03,-11.0,0,1,success_python,2,weaviate/t2v-transformers-models,aligned,1,python_eligible,1,exact_month,2024-04,2024-04,1453612292d377ba00ed894355d0bd96992a89c5,observed,success_python,1,0,0,0,,0
TextGeneratorio/text-generator.io,2024-04,2025-03,-11.0,0,1,success_python,3,saucer-man/qq_msg_decode,aligned,1,python_eligible,1,exact_month,2024-04,2023-12,ee62f41bac5b3ff4550250ef11bd186f3ee7a4be,carried_forward,success_python,1,0,4,4,,0
TextGeneratorio/text-generator.io,2024-05,2025-03,-10.0,0,1,success_python,1,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,aligned,1,python_eligible,1,exact_month,2024-05,2023-07,5221bbfc995e48829975b34634f55d0e5936e59a,carried_forward,success_python,1,0,10,10,,0
TextGeneratorio/text-generator.io,2024-05,2025-03,-10.0,0,1,success_python,2,weaviate/t2v-transformers-models,aligned,1,python_eligible,1,exact_month,2024-05,2024-04,1453612292d377ba00ed894355d0bd96992a89c5,carried_forward,success_python,1,0,1,1,,0
TextGeneratorio/text-generator.io,2024-05,2025-03,-10.0,0,1,success_python,3,saucer-man/qq_msg_decode,aligned,1,python_eligible,1,exact_month,2024-05,2023-12,ee62f41bac5b3ff4550250ef11bd186f3ee7a4be,carried_forward,success_python,1,0,5,5,,0
TextGeneratorio/text-generator.io,2024-06,2025-03,-9.0,0,1,success_python,1,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,aligned,1,python_eligible,1,exact_month,2024-06,2023-07,5221bbfc995e48829975b34634f55d0e5936e59a,carried_forward,success_python,1,0,11,11,,0
TextGeneratorio/text-generator.io,2024-06,2025-03,-9.0,0,1,success_python,2,weaviate/t2v-transformers-models,aligned,1,python_eligible,1,exact_month,2024-06,2024-06,9b84e5533e12b98ddec0389e70f891c5509e29bd,observed,success_python,1,0,0,0,,0
TextGeneratorio/text-generator.io,2024-06,2025-03,-9.0,0,1,success_python,3,saucer-man/qq_msg_decode,aligned,1,python_eligible,1,exact_month,2024-06,2024-06,073990b5331ccb62793a16c653b390bdea01f0cd,observed,success_python,1,0,0,0,,0
TextGeneratorio/text-generator.io,2024-07,2025-03,-8.0,0,1,success_python,1,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,aligned,1,python_eligible,1,exact_month,2024-07,2023-07,5221bbfc995e48829975b34634f55d0e5936e59a,carried_forward,success_python,1,0,12,12,,0
TextGeneratorio/text-generator.io,2024-07,2025-03,-8.0,0,1,success_python,2,weaviate/t2v-transformers-models,aligned,1,python_eligible,1,exact_month,2024-07,2024-06,9b84e5533e12b98ddec0389e70f891c5509e29bd,carried_forward,success_python,1,0,1,1,,0
TextGeneratorio/text-generator.io,2024-07,2025-03,-8.0,0,1,success_python,3,saucer-man/qq_msg_decode,aligned,1,python_eligible,1,prior_asof,2024-06,2024-06,073990b5331ccb62793a16c653b390bdea01f0cd,observed,success_python,1,1,1,0,,0
TextGeneratorio/text-generator.io,2024-08,2025-03,-7.0,0,1,success_python,1,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,aligned,1,python_eligible,1,exact_month,2024-08,2023-07,5221bbfc995e48829975b34634f55d0e5936e59a,carried_forward,success_python,1,0,13,13,,0
TextGeneratorio/text-generator.io,2024-08,2025-03,-7.0,0,1,success_python,2,weaviate/t2v-transformers-models,aligned,1,python_eligible,1,exact_month,2024-08,2024-08,b59221a2596459520013bcec227578c1ea062108,observed,success_python,1,0,0,0,,0
TextGeneratorio/text-generator.io,2024-08,2025-03,-7.0,0,1,success_python,3,saucer-man/qq_msg_decode,aligned,1,python_eligible,1,prior_asof,2024-06,2024-06,073990b5331ccb62793a16c653b390bdea01f0cd,observed,success_python,1,2,2,0,,0
TextGeneratorio/text-generator.io,2024-09,2025-03,-6.0,1,1,success_python,1,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,aligned,1,python_eligible,1,exact_month,2024-09,2023-07,5221bbfc995e48829975b34634f55d0e5936e59a,carried_forward,success_python,1,0,14,14,,0
TextGeneratorio/text-generator.io,2024-09,2025-03,-6.0,1,1,success_python,2,weaviate/t2v-transformers-models,aligned,1,python_eligible,1,exact_month,2024-09,2024-08,b59221a2596459520013bcec227578c1ea062108,carried_forward,success_python,1,0,1,1,,0
TextGeneratorio/text-generator.io,2024-09,2025-03,-6.0,1,1,success_python,3,saucer-man/qq_msg_decode,aligned,1,python_eligible,1,prior_asof,2024-06,2024-06,073990b5331ccb62793a16c653b390bdea01f0cd,observed,success_python,1,3,3,0,,0
TextGeneratorio/text-generator.io,2024-10,2025-03,-5.0,1,1,success_python,1,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,aligned,1,python_eligible,1,exact_month,2024-10,2023-07,5221bbfc995e48829975b34634f55d0e5936e59a,carried_forward,success_python,1,0,15,15,,0
TextGeneratorio/text-generator.io,2024-10,2025-03,-5.0,1,1,success_python,2,weaviate/t2v-transformers-models,aligned,1,python_eligible,1,exact_month,2024-10,2024-10,51e5ad00de5d80c1417ee5b4e3675a0314b06d36,observed,success_python,1,0,0,0,,0
TextGeneratorio/text-generator.io,2024-10,2025-03,-5.0,1,1,success_python,3,saucer-man/qq_msg_decode,aligned,1,python_eligible,1,prior_asof,2024-06,2024-06,073990b5331ccb62793a16c653b390bdea01f0cd,observed,success_python,1,4,4,0,,0
TextGeneratorio/text-generator.io,2024-11,2025-03,-4.0,1,1,success_python,1,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,aligned,1,python_eligible,1,exact_month,2024-11,2023-07,5221bbfc995e48829975b34634f55d0e5936e59a,carried_forward,success_python,1,0,16,16,,0
TextGeneratorio/text-generator.io,2024-11,2025-03,-4.0,1,1,success_python,2,weaviate/t2v-transformers-models,aligned,1,python_eligible,1,exact_month,2024-11,2024-11,11198ede5aca3e4ff7312764907228ee7efb2c7f,observed,success_python,1,0,0,0,,0
TextGeneratorio/text-generator.io,2024-11,2025-03,-4.0,1,1,success_python,3,saucer-man/qq_msg_decode,aligned,1,python_eligible,1,prior_asof,2024-06,2024-06,073990b5331ccb62793a16c653b390bdea01f0cd,observed,success_python,1,5,5,0,,0
TextGeneratorio/text-generator.io,2024-12,2025-03,-3.0,1,1,success_python,1,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,aligned,1,python_eligible,1,exact_month,2024-12,2023-07,5221bbfc995e48829975b34634f55d0e5936e59a,carried_forward,success_python,1,0,17,17,,0
TextGeneratorio/text-generator.io,2024-12,2025-03,-3.0,1,1,success_python,2,weaviate/t2v-transformers-models,aligned,1,python_eligible,1,exact_month,2024-12,2024-12,677a30b6bbb325adce8be1ab7babf745df20fc9d,observed,success_python,1,0,0,0,,0
TextGeneratorio/text-generator.io,2024-12,2025-03,-3.0,1,1,success_python,3,saucer-man/qq_msg_decode,aligned,1,python_eligible,1,prior_asof,2024-06,2024-06,073990b5331ccb62793a16c653b390bdea01f0cd,observed,success_python,1,6,6,0,,0
TextGeneratorio/text-generator.io,2025-01,2025-03,-2.0,1,1,success_python,1,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,aligned,1,python_eligible,1,exact_month,2025-01,2023-07,5221bbfc995e48829975b34634f55d0e5936e59a,carried_forward,success_python,1,0,18,18,,0
TextGeneratorio/text-generator.io,2025-01,2025-03,-2.0,1,1,success_python,2,weaviate/t2v-transformers-models,aligned,1,python_eligible,1,exact_month,2025-01,2025-01,61c456015d85b54246274705a87a33cda1abbd57,observed,success_python,1,0,0,0,,0
TextGeneratorio/text-generator.io,2025-01,2025-03,-2.0,1,1,success_python,3,saucer-man/qq_msg_decode,aligned,1,python_eligible,1,prior_asof,2024-06,2024-06,073990b5331ccb62793a16c653b390bdea01f0cd,observed,success_python,1,7,7,0,,0
TextGeneratorio/text-generator.io,2025-02,2025-03,-1.0,1,1,success_python,1,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,aligned,1,python_eligible,1,exact_month,2025-02,2023-07,5221bbfc995e48829975b34634f55d0e5936e59a,carried_forward,success_python,1,0,19,19,,0
TextGeneratorio/text-generator.io,2025-02,2025-03,-1.0,1,1,success_python,2,weaviate/t2v-transformers-models,aligned,1,python_eligible,1,exact_month,2025-02,2025-02,23239a4d3cc133f8c43e35cc390e74991ff13b1f,observed,success_python,1,0,0,0,,0
TextGeneratorio/text-generator.io,2025-02,2025-03,-1.0,1,1,success_python,3,saucer-man/qq_msg_decode,aligned,1,python_eligible,1,prior_asof,2024-06,2024-06,073990b5331ccb62793a16c653b390bdea01f0cd,observed,success_python,1,8,8,0,,0
TextGeneratorio/text-generator.io,2025-03,2025-03,0.0,1,1,success_python,1,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,aligned,1,python_eligible,1,exact_month,2025-03,2025-03,2155b95284b5e4bfb02cc6aaf00914eafbdcad07,observed,success_python,1,0,0,0,,0
TextGeneratorio/text-generator.io,2025-03,2025-03,0.0,1,1,success_python,2,weaviate/t2v-transformers-models,aligned,1,python_eligible,1,exact_month,2025-03,2025-03,929a804e0eff3db35e1e761b172649eef8171ab5,observed,success_python,1,0,0,0,,0
TextGeneratorio/text-generator.io,2025-03,2025-03,0.0,1,1,success_python,3,saucer-man/qq_msg_decode,aligned,1,python_eligible,1,prior_asof,2024-06,2024-06,073990b5331ccb62793a16c653b390bdea01f0cd,observed,success_python,1,9,9,0,,0
TextGeneratorio/text-generator.io,2025-04,2025-03,1.0,1,1,success_python,1,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,aligned,1,python_eligible,1,prior_asof,2025-03,2025-03,2155b95284b5e4bfb02cc6aaf00914eafbdcad07,observed,success_python,1,1,1,0,,0
TextGeneratorio/text-generator.io,2025-04,2025-03,1.0,1,1,success_python,2,weaviate/t2v-transformers-models,aligned,1,python_eligible,1,exact_month,2025-04,2025-03,929a804e0eff3db35e1e761b172649eef8171ab5,carried_forward,success_python,1,0,1,1,,0
TextGeneratorio/text-generator.io,2025-04,2025-03,1.0,1,1,success_python,3,saucer-man/qq_msg_decode,aligned,1,python_eligible,1,prior_asof,2024-06,2024-06,073990b5331ccb62793a16c653b390bdea01f0cd,observed,success_python,1,10,10,0,,0
TextGeneratorio/text-generator.io,2025-05,2025-03,2.0,1,1,success_python,1,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,aligned,1,python_eligible,1,prior_asof,2025-03,2025-03,2155b95284b5e4bfb02cc6aaf00914eafbdcad07,observed,success_python,1,2,2,0,,0
TextGeneratorio/text-generator.io,2025-05,2025-03,2.0,1,1,success_python,2,weaviate/t2v-transformers-models,aligned,1,python_eligible,1,exact_month,2025-05,2025-03,929a804e0eff3db35e1e761b172649eef8171ab5,carried_forward,success_python,1,0,2,2,,0
TextGeneratorio/text-generator.io,2025-05,2025-03,2.0,1,1,success_python,3,saucer-man/qq_msg_decode,aligned,1,python_eligible,1,prior_asof,2024-06,2024-06,073990b5331ccb62793a16c653b390bdea01f0cd,observed,success_python,1,11,11,0,,0
TextGeneratorio/text-generator.io,2025-06,2025-03,3.0,1,1,success_python,1,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,aligned,1,python_eligible,1,prior_asof,2025-03,2025-03,2155b95284b5e4bfb02cc6aaf00914eafbdcad07,observed,success_python,1,3,3,0,,0
TextGeneratorio/text-generator.io,2025-06,2025-03,3.0,1,1,success_python,2,weaviate/t2v-transformers-models,aligned,1,python_eligible,1,exact_month,2025-06,2025-03,929a804e0eff3db35e1e761b172649eef8171ab5,carried_forward,success_python,1,0,3,3,,0
TextGeneratorio/text-generator.io,2025-06,2025-03,3.0,1,1,success_python,3,saucer-man/qq_msg_decode,aligned,1,python_eligible,1,prior_asof,2024-06,2024-06,073990b5331ccb62793a16c653b390bdea01f0cd,observed,success_python,1,12,12,0,,0
TextGeneratorio/text-generator.io,2025-07,2025-03,4.0,1,1,success_python,1,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,aligned,1,python_eligible,1,prior_asof,2025-03,2025-03,2155b95284b5e4bfb02cc6aaf00914eafbdcad07,observed,success_python,1,4,4,0,,0
TextGeneratorio/text-generator.io,2025-07,2025-03,4.0,1,1,success_python,2,weaviate/t2v-transformers-models,aligned,1,python_eligible,1,exact_month,2025-07,2025-07,3c21aecb7c6b3bdf553a45cccbfb13c4ff4fc79b,observed,success_python,1,0,0,0,,0
TextGeneratorio/text-generator.io,2025-07,2025-03,4.0,1,1,success_python,3,saucer-man/qq_msg_decode,aligned,1,python_eligible,1,prior_asof,2024-06,2024-06,073990b5331ccb62793a16c653b390bdea01f0cd,observed,success_python,1,13,13,0,,0
TextGeneratorio/text-generator.io,2025-08,2025-03,5.0,1,1,success_python,1,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,aligned,1,python_eligible,1,prior_asof,2025-03,2025-03,2155b95284b5e4bfb02cc6aaf00914eafbdcad07,observed,success_python,1,5,5,0,,0
TextGeneratorio/text-generator.io,2025-08,2025-03,5.0,1,1,success_python,2,weaviate/t2v-transformers-models,aligned,1,python_eligible,1,exact_month,2025-08,2025-08,35e8f5c8e0fb35b53f80b8d34bd3e01c3318d0a6,observed,success_python,1,0,0,0,,0
TextGeneratorio/text-generator.io,2025-08,2025-03,5.0,1,1,success_python,3,saucer-man/qq_msg_decode,aligned,1,python_eligible,1,prior_asof,2024-06,2024-06,073990b5331ccb62793a16c653b390bdea01f0cd,observed,success_python,1,14,14,0,,0
The-Pocket/PocketFlow,2024-12,2025-02,-2.0,1,1,success_python,1,MIT-Emerging-Talent/ET6-edXtras,aligned,1,no_prior_snapshot,0,,,,,,,,,,,,0
The-Pocket/PocketFlow,2024-12,2025-02,-2.0,1,1,success_python,2,LuneMods/KCD2-Blender-Toolkit,aligned,1,no_prior_snapshot,0,,,,,,,,,,,,0
The-Pocket/PocketFlow,2024-12,2025-02,-2.0,1,1,success_python,3,ninareyes1/Simple-Digital-Clock,aligned,1,no_prior_snapshot,0,,,,,,,,,,,,0
The-Pocket/PocketFlow,2025-01,2025-02,-1.0,1,1,success_python,1,MIT-Emerging-Talent/ET6-edXtras,aligned,1,no_prior_snapshot,0,,,,,,,,,,,,0
The-Pocket/PocketFlow,2025-01,2025-02,-1.0,1,1,success_python,2,LuneMods/KCD2-Blender-Toolkit,aligned,1,no_prior_snapshot,0,,,,,,,,,,,,0
The-Pocket/PocketFlow,2025-01,2025-02,-1.0,1,1,success_python,3,ninareyes1/Simple-Digital-Clock,aligned,1,no_prior_snapshot,0,,,,,,,,,,,,0
The-Pocket/PocketFlow,2025-02,2025-02,0.0,1,1,success_python,1,MIT-Emerging-Talent/ET6-edXtras,aligned,1,python_eligible,1,exact_month,2025-02,2025-02,ae3c1e35770536349214505cccbfba4bc11d895c,observed,success_python,1,0,0,0,,0
The-Pocket/PocketFlow,2025-02,2025-02,0.0,1,1,success_python,2,LuneMods/KCD2-Blender-Toolkit,aligned,1,python_eligible,1,exact_month,2025-02,2025-02,9bbb606215b45b26e20f214ef65359d3a0d561f3,observed,success_python,1,0,0,0,,0
The-Pocket/PocketFlow,2025-02,2025-02,0.0,1,1,success_python,3,ninareyes1/Simple-Digital-Clock,aligned,1,python_eligible,1,exact_month,2025-02,2025-02,bff2e4c50c8d83c5407270dc94ad8aa6d4fe9865,observed,success_python,1,0,0,0,,0
The-Pocket/PocketFlow,2025-03,2025-02,1.0,1,1,success_python,1,MIT-Emerging-Talent/ET6-edXtras,aligned,1,python_eligible,1,exact_month,2025-03,2025-03,4bf71d024e75d12903ebfc79157120e477643dac,observed,success_python,1,0,0,0,,0
The-Pocket/PocketFlow,2025-03,2025-02,1.0,1,1,success_python,2,LuneMods/KCD2-Blender-Toolkit,aligned,1,python_eligible,1,exact_month,2025-03,2025-03,c335231561e1327a43f7aac66357232fa83ee545,observed,success_python,1,0,0,0,,0
The-Pocket/PocketFlow,2025-03,2025-02,1.0,1,1,success_python,3,ninareyes1/Simple-Digital-Clock,aligned,1,python_eligible,1,prior_asof,2025-02,2025-02,bff2e4c50c8d83c5407270dc94ad8aa6d4fe9865,observed,success_python,1,1,1,0,,0
The-Pocket/PocketFlow,2025-04,2025-02,2.0,1,1,success_python,1,MIT-Emerging-Talent/ET6-edXtras,aligned,1,python_eligible,1,exact_month,2025-04,2025-04,298895297e3070065b1d3a8f8b0ad1e0b80e2dfa,observed,success_python,1,0,0,0,,0
The-Pocket/PocketFlow,2025-04,2025-02,2.0,1,1,success_python,2,LuneMods/KCD2-Blender-Toolkit,aligned,1,python_eligible,1,prior_asof,2025-03,2025-03,c335231561e1327a43f7aac66357232fa83ee545,observed,success_python,1,1,1,0,,0
The-Pocket/PocketFlow,2025-04,2025-02,2.0,1,1,success_python,3,ninareyes1/Simple-Digital-Clock,aligned,1,python_eligible,1,prior_asof,2025-02,2025-02,bff2e4c50c8d83c5407270dc94ad8aa6d4fe9865,observed,success_python,1,2,2,0,,0
The-Pocket/PocketFlow,2025-05,2025-02,3.0,1,1,success_python,1,MIT-Emerging-Talent/ET6-edXtras,aligned,1,python_eligible,1,prior_asof,2025-04,2025-04,298895297e3070065b1d3a8f8b0ad1e0b80e2dfa,observed,success_python,1,1,1,0,,0
The-Pocket/PocketFlow,2025-05,2025-02,3.0,1,1,success_python,2,LuneMods/KCD2-Blender-Toolkit,aligned,1,python_eligible,1,prior_asof,2025-03,2025-03,c335231561e1327a43f7aac66357232fa83ee545,observed,success_python,1,2,2,0,,0
The-Pocket/PocketFlow,2025-05,2025-02,3.0,1,1,success_python,3,ninareyes1/Simple-Digital-Clock,aligned,1,python_eligible,1,prior_asof,2025-02,2025-02,bff2e4c50c8d83c5407270dc94ad8aa6d4fe9865,observed,success_python,1,3,3,0,,0
The-Pocket/PocketFlow,2025-06,2025-02,4.0,1,1,success_python,1,MIT-Emerging-Talent/ET6-edXtras,aligned,1,python_eligible,1,prior_asof,2025-04,2025-04,298895297e3070065b1d3a8f8b0ad1e0b80e2dfa,observed,success_python,1,2,2,0,,0
The-Pocket/PocketFlow,2025-06,2025-02,4.0,1,1,success_python,2,LuneMods/KCD2-Blender-Toolkit,aligned,1,python_eligible,1,prior_asof,2025-03,2025-03,c335231561e1327a43f7aac66357232fa83ee545,observed,success_python,1,3,3,0,,0
The-Pocket/PocketFlow,2025-06,2025-02,4.0,1,1,success_python,3,ninareyes1/Simple-Digital-Clock,aligned,1,python_eligible,1,prior_asof,2025-02,2025-02,bff2e4c50c8d83c5407270dc94ad8aa6d4fe9865,observed,success_python,1,4,4,0,,0
The-Pocket/PocketFlow,2025-07,2025-02,5.0,1,1,success_python,1,MIT-Emerging-Talent/ET6-edXtras,aligned,1,python_eligible,1,prior_asof,2025-04,2025-04,298895297e3070065b1d3a8f8b0ad1e0b80e2dfa,observed,success_python,1,3,3,0,,0
The-Pocket/PocketFlow,2025-07,2025-02,5.0,1,1,success_python,2,LuneMods/KCD2-Blender-Toolkit,aligned,1,python_eligible,1,prior_asof,2025-03,2025-03,c335231561e1327a43f7aac66357232fa83ee545,observed,success_python,1,4,4,0,,0
The-Pocket/PocketFlow,2025-07,2025-02,5.0,1,1,success_python,3,ninareyes1/Simple-Digital-Clock,aligned,1,python_eligible,1,prior_asof,2025-02,2025-02,bff2e4c50c8d83c5407270dc94ad8aa6d4fe9865,observed,success_python,1,5,5,0,,0
The-Pocket/PocketFlow,2025-08,2025-02,6.0,1,1,success_python,1,MIT-Emerging-Talent/ET6-edXtras,aligned,1,python_eligible,1,prior_asof,2025-04,2025-04,298895297e3070065b1d3a8f8b0ad1e0b80e2dfa,observed,success_python,1,4,4,0,,0
The-Pocket/PocketFlow,2025-08,2025-02,6.0,1,1,success_python,2,LuneMods/KCD2-Blender-Toolkit,aligned,1,python_eligible,1,prior_asof,2025-03,2025-03,c335231561e1327a43f7aac66357232fa83ee545,observed,success_python,1,5,5,0,,0
The-Pocket/PocketFlow,2025-08,2025-02,6.0,1,1,success_python,3,ninareyes1/Simple-Digital-Clock,aligned,1,python_eligible,1,prior_asof,2025-02,2025-02,bff2e4c50c8d83c5407270dc94ad8aa6d4fe9865,observed,success_python,1,6,6,0,,0
The-Pocket/PocketFlow-Template-Python,2025-02,2025-02,0.0,1,1,success_python,1,MIT-Emerging-Talent/ET6-edXtras,aligned,1,python_eligible,1,exact_month,2025-02,2025-02,ae3c1e35770536349214505cccbfba4bc11d895c,observed,success_python,1,0,0,0,,0
The-Pocket/PocketFlow-Template-Python,2025-02,2025-02,0.0,1,1,success_python,2,LuneMods/KCD2-Blender-Toolkit,aligned,1,python_eligible,1,exact_month,2025-02,2025-02,9bbb606215b45b26e20f214ef65359d3a0d561f3,observed,success_python,1,0,0,0,,0
